dia;mes;ano;Time;Vlna;Vlnb;Vlnc;Vllavg;kWa;kWb;kWc;kVARa;kVARb;kVARc;Ia;Ib;Ic;kWtot
1;11;2021;2:30:00.000;7953.249023;8056.626465;8063.189453;13898.015;2334.095459;2044.284424;2382.358154;707.285950;596.942871;905.780396;307.462677;264.967407;316.862335;6760.738281;
1;11;2021;2:40:00.000;7975.860840;8080.124512;8083.249023;13936.224;2329.806641;2033.946167;2366.839111;705.223022;591.946411;899.949158;305.990021;262.800690;314.024750;6730.591797;
1;11;2021;2:50:00.000;7970.041504;8073.512207;8078.539551;13926.362;2308.667969;2028.484253;2350.737549;715.130005;599.662231;897.591858;304.009369;262.588837;312.203033;6687.889648;
1;11;2021;3:00:00.000;7971.509766;8071.932129;8076.625000;13925.197;2295.607666;2045.993164;2337.362305;709.497437;589.787659;899.692871;302.171661;264.389404;310.818329;6678.963379;
1;11;2021;3:10:00.000;7851.306152;7935.599121;7949.136230;13703.514;2240.447021;1993.909302;2289.939209;645.568970;526.186646;839.343140;297.693787;260.422333;307.500885;6524.295410;
1;11;2021;3:20:00.000;7851.587402;7944.171875;7950.377930;13709.326;2248.068604;1944.281616;2287.722656;638.633179;522.168457;833.961365;298.367523;253.987000;306.953094;6480.072754;
1;11;2021;3:30:00.000;7850.159668;7941.038086;7948.549805;13705.658;2203.095215;1943.272949;2270.890381;633.146179;519.401001;832.375427;292.719574;253.841949;304.947113;6417.258301;
1;11;2021;3:40:00.000;7862.013672;7956.085938;7965.102539;13730.750000;2228.579590;1950.755005;2290.699707;655.798889;537.622131;824.290527;296.167480;254.878403;306.280762;6470.034180;
1;11;2021;3:50:00.000;7857.015137;7946.747559;7952.412109;13715.165;2184.563232;1926.284546;2255.045410;641.593689;535.197083;837.297546;290.457642;252.108673;303.091858;6365.893555;
1;11;2021;4:00:00.000;7868.192383;7961.600098;7967.628418;13738.978;2175.488281;1916.654907;2262.881104;653.560425;534.872314;831.258667;289.380554;250.462677;303.180298;6355.023926;
1;11;2021;4:10:00.000;7880.101563;7965.051270;7975.098633;13752.172;2177.496582;1933.559937;2227.428711;631.046875;548.115906;823.133423;288.354004;252.833893;298.374969;6338.484863;
1;11;2021;4:20:00.000;7893.239746;7981.527344;7984.716797;13774.829;2168.069092;1958.648438;2252.072266;643.971619;558.056946;832.169983;287.217010;255.668671;301.305450;6378.790039;
1;11;2021;4:30:00.000;7796.612305;7867.255371;7911.490723;13610.728;2116.141846;1883.961182;2212.042480;608.127808;507.899506;816.493103;283.116516;248.551224;298.675842;6212.145508;
1;11;2021;4:40:00.000;7804.861328;7881.834961;7916.489746;13626.803;2111.947021;1886.254761;2206.176025;604.900818;503.605377;818.923645;282.149139;248.236603;297.883972;6204.377441;
1;11;2021;4:50:00.000;7816.954102;7892.714844;7929.553711;13647.640;2095.444824;1888.508667;2203.560547;616.828064;513.965820;825.993286;280.086975;248.487030;297.376434;6187.514160;
1;11;2021;5:00:00.000;7824.663574;7895.506348;7937.201660;13658.102;2115.456055;1865.733765;2181.629395;616.101440;514.125671;810.854553;282.235413;245.618958;293.878235;6162.819336;
1;11;2021;5:10:00.000;7834.517090;7909.139648;7941.984375;13674.429;2119.873535;1887.446533;2186.973877;610.004456;516.669495;816.466064;282.229309;247.933365;294.586578;6194.294434;
1;11;2021;5:20:00.000;7818.180176;7891.449219;7931.713379;13648.852;2104.825439;1880.766968;2198.989502;604.990906;495.343872;805.014587;280.765350;246.957153;295.865601;6184.581543;
1;11;2021;5:30:00.000;7825.171387;7904.546387;7937.535645;13663.797;2095.135010;1855.892944;2194.665771;610.547180;493.047546;809.655579;279.546783;243.484818;295.358948;6145.693848;
1;11;2021;5:40:00.000;7820.908691;7894.369629;7929.786133;13650.994;2116.830811;1886.172119;2185.951172;610.862793;508.945038;812.391846;282.365265;247.980423;294.747894;6188.954102;
1;11;2021;5:50:00.000;7817.067383;7891.165527;7931.626465;13647.985;2122.121338;1857.930664;2157.059570;629.834534;507.297211;797.326782;283.827118;244.616211;290.629944;6137.111328;
1;11;2021;6:00:00.000;7854.293945;7921.650879;7965.316406;13706.522;2086.267090;1831.087891;2138.516357;599.617371;497.142303;782.144653;277.072571;240.070435;286.579681;6055.871582;
1;11;2021;6:10:00.000;7988.855957;8051.379883;8076.797852;13923.498;1930.313965;1707.154785;1964.758911;520.466858;439.778992;708.476990;251.086746;219.634064;259.381897;5602.227539;
1;11;2021;6:20:00.000;8062.436035;8135.589355;8141.193359;14051.760;1904.437500;1696.622192;1957.291382;533.036011;451.256836;730.693542;246.240921;216.557709;257.538727;5558.351074;
1;11;2021;6:30:00.000;8084.714355;8165.066406;8165.063965;14095.424;1909.864258;1701.650269;1953.270020;540.329041;446.238068;727.682190;246.482101;216.252151;256.242432;5564.784668;
1;11;2021;6:40:00.000;8078.014160;8158.482422;8159.798828;14084.704;1901.120972;1709.481079;1967.457275;539.334167;464.246674;719.775391;245.659882;217.910843;257.765717;5578.059570;
1;11;2021;6:50:00.000;8086.563477;8167.333496;8159.219727;14094.417;1906.085938;1754.355103;1989.098755;546.287598;467.318787;744.682129;246.277374;223.106766;261.313660;5649.540039;
1;11;2021;7:00:00.000;8036.143555;8117.253906;8108.000000;14006.800;1895.162842;1711.639404;2004.904907;524.445557;423.586060;709.128845;245.812454;218.097198;263.317627;5611.707520;
1;11;2021;7:10:00.000;8011.141602;8096.312012;8087.703613;13968.552;1949.115723;1745.658691;2034.498047;536.018616;445.155548;705.642944;253.447845;223.417206;267.321747;5729.272461;
1;11;2021;7:20:00.000;7964.251953;8044.855957;8041.162109;13884.893;2000.608765;1799.498779;2040.792603;535.154297;449.041199;695.304321;261.129425;231.443222;269.238129;5840.899902;
1;11;2021;7:30:00.000;7932.167480;8011.272461;8004.261719;13825.645;2013.663208;1814.931396;2085.233398;515.876526;443.919800;706.765381;263.213989;234.146927;276.225250;5913.828125;
1;11;2021;7:40:00.000;7905.532715;7997.497559;7971.542480;13783.404;2038.908081;1823.857056;2131.438477;520.621765;434.109680;701.383911;267.412445;235.429443;282.659119;5994.203613;
1;11;2021;7:50:00.000;7890.060547;7973.557617;7953.911621;13750.471;2069.534668;1865.209106;2174.958252;492.772308;447.313080;716.105164;270.845581;241.541260;289.043701;6109.702148;
1;11;2021;8:00:00.000;7867.173828;7955.892578;7932.668457;13714.779;2161.511963;1932.539917;2241.786621;516.567688;426.224762;733.904907;283.693390;249.778320;298.558655;6335.838867;
1;11;2021;8:10:00.000;7833.980957;7927.603516;7906.747070;13664.275;2221.297607;1950.795898;2291.189453;531.496704;445.339539;728.126160;292.763184;253.477997;305.292908;6463.283203;
1;11;2021;8:20:00.000;7859.190430;7951.417480;7931.156738;13706.656250;2291.585449;2027.942749;2347.141846;547.285156;466.870575;751.256470;301.019714;262.781799;311.979553;6666.669922;
1;11;2021;8:30:00.000;7846.795410;7932.006348;7915.553223;13679.263;2301.113770;2072.202637;2367.359131;542.689819;461.809326;736.319214;302.553833;268.744324;314.558899;6740.675781;
1;11;2021;8:40:00.000;7829.182617;7913.535156;7898.200195;13648.388;2352.928223;2106.296143;2403.366455;535.570313;463.003082;720.431641;309.581238;273.652649;319.067291;6862.590820;
1;11;2021;8:50:00.000;7804.234863;7888.003906;7868.256836;13601.912;2458.335449;2192.745605;2513.289063;522.093140;458.685760;746.868042;323.368073;285.154846;334.640381;7164.370117;
1;11;2021;9:00:00.000;7768.112305;7862.519043;7843.104004;13551.790;2514.241943;2207.988770;2560.477051;543.182861;457.264008;747.858521;332.537720;287.939667;341.524933;7282.708008;
1;11;2021;9:10:00.000;7774.496582;7866.944336;7834.770508;13553.215;2632.176270;2296.020508;2611.687744;539.859558;465.511017;772.529968;347.014771;298.961090;348.955627;7539.884766;
1;11;2021;9:20:00.000;7775.294922;7859.550293;7835.996094;13550.084;2658.486328;2343.918457;2687.641602;553.809509;483.895264;804.072205;350.710907;305.656830;359.370422;7690.045898;
1;11;2021;9:30:00.000;7782.696777;7878.841309;7851.598145;13574.478;2750.493652;2356.111328;2748.237305;606.361877;492.462860;806.305054;363.347229;306.690063;366.151398;7854.841797;
1;11;2021;9:40:00.000;7757.308105;7851.949707;7824.870605;13528.861;2790.079590;2445.593262;2764.296875;584.888550;513.743164;810.123535;368.938110;319.484039;369.520935;7999.969238;
1;11;2021;9:50:00.000;7753.564453;7852.375977;7821.568848;13525.021;2832.913086;2483.821777;2800.364258;605.345825;512.066162;834.136597;375.078491;324.198242;374.991638;8117.099121;
1;11;2021;10:00:00.000;7746.660645;7843.976563;7818.430176;13514.355;2858.909668;2524.985107;2861.772217;612.736633;524.488892;821.733459;378.899048;330.000641;382.254883;8245.666992;
1;11;2021;10:10:00.000;7751.689941;7851.019531;7826.782227;13526.100;2904.323486;2526.305908;2881.986572;619.375244;515.903992;847.530212;384.591553;329.685272;385.284363;8312.616211;
1;11;2021;10:20:00.000;7827.377930;7924.210938;7897.185059;13652.715;2956.165771;2580.854004;2933.266357;652.757080;543.286926;891.501709;388.257568;334.091736;389.675842;8470.286133;
1;11;2021;10:30:00.000;7824.768066;7927.534668;7900.750488;13655.141;2944.436279;2539.399414;2934.862549;660.254822;533.415649;889.150574;387.204254;328.610657;389.639832;8418.698242;
1;11;2021;10:40:00.000;7794.908203;7894.707031;7870.103516;13601.251;2926.328857;2562.356201;2966.030029;630.073486;525.270813;867.861145;385.577271;332.591980;394.151093;8454.714844;
1;11;2021;10:50:00.000;7795.002441;7888.674805;7871.635254;13598.690430;2955.327881;2547.167969;3030.923584;640.037964;525.237366;860.478943;389.439148;330.953064;401.667175;8533.419922;
1;11;2021;11:00:00.000;7804.792480;7893.797363;7885.970703;13615.570;2981.979980;2589.965820;3045.075928;646.106812;522.611694;868.713562;392.479980;335.953613;402.955597;8617.021484;
1;11;2021;11:10:00.000;7800.685547;7890.023926;7881.476563;13608.431;3047.563232;2649.949219;3080.087646;662.513733;549.778931;890.545532;401.294861;344.241882;408.201782;8777.599609;
1;11;2021;11:20:00.000;7778.014160;7867.445801;7861.164063;13570.593;3066.484131;2723.673584;3093.832764;668.573181;576.739868;896.886780;404.981628;355.105408;411.169464;8883.990234;
1;11;2021;11:30:00.000;7779.441406;7865.869629;7861.464844;13570.668;3087.209473;2734.905518;3092.332275;654.119202;545.792236;878.540649;407.156799;355.793060;410.325836;8914.447266;
1;11;2021;11:40:00.000;7773.830078;7862.077148;7855.673340;13561.894;3077.285889;2739.701660;3105.810547;668.823059;547.533813;905.711365;406.610229;356.592407;413.255554;8922.797852;
1;11;2021;11:50:00.000;7767.396484;7851.723633;7847.845215;13547.680;3085.343750;2759.107666;3145.779053;658.302185;568.865906;888.412476;407.662415;360.003754;417.931580;8990.230469;
1;11;2021;12:00:00.000;7750.316895;7835.191406;7830.293945;13518.096680;3118.608643;2755.339355;3129.534668;633.063171;563.216187;893.190918;412.117462;360.185913;417.078827;9003.482422;
1;11;2021;12:10:00.000;7778.095703;7855.205078;7865.850586;13566.225;3134.206055;2756.621826;3126.973389;670.511047;580.127014;901.880310;413.639130;359.830536;415.157104;9017.801758;
1;11;2021;12:20:00.000;7782.270996;7866.393555;7859.659180;13571.519;3123.981201;2735.134521;3121.091064;676.134460;564.969238;910.478943;412.256439;356.327850;415.130280;8980.207031;
1;11;2021;12:30:00.000;7779.187500;7864.396973;7862.807617;13570.377930;3179.345459;2749.659912;3148.656738;669.012329;576.656372;913.571289;419.181610;358.485962;418.419128;9077.662109;
1;11;2021;12:40:00.000;7785.786621;7868.270996;7867.108887;13578.916;3126.772949;2764.787842;3158.935547;672.699646;596.512573;928.342163;412.359253;360.737488;419.961487;9050.497070;
1;11;2021;12:50:00.000;7792.571777;7878.038086;7880.098145;13595.985;3138.686523;2777.257324;3133.895264;679.922058;590.998230;920.221497;413.645569;361.701111;415.936737;9049.839844;
1;11;2021;13:00:00.000;7775.968262;7858.746582;7858.799805;13562.957;3124.494141;2782.071289;3141.135986;692.065369;576.417847;928.280945;413.108368;362.805573;418.276672;9047.702148;
1;11;2021;13:10:00.000;7792.769531;7874.203613;7880.129395;13593.903320;3137.416504;2784.254395;3101.251221;695.899902;597.026367;929.953979;413.937439;362.910736;412.386902;9022.921875;
1;11;2021;13:20:00.000;7795.707031;7870.534180;7879.037598;13592.851;3127.040771;2803.715576;3115.368652;685.701477;597.284302;926.795715;412.224182;365.494934;414.033081;9046.125000;
1;11;2021;13:30:00.000;7802.804688;7875.013184;7881.397461;13600.898;3096.713867;2759.423828;3063.234375;683.733765;604.231567;949.495911;408.015076;359.998810;408.417969;8919.372070;
1;11;2021;13:40:00.000;7790.186523;7867.585938;7870.896973;13583.255;3094.014893;2755.637939;3102.470947;670.704468;586.052917;934.707214;407.953674;359.380859;413.178040;8952.123047;
1;11;2021;13:50:00.000;7791.575684;7864.229492;7869.979004;13581.621;3039.571289;2778.963623;3075.456055;674.844482;585.027832;935.304871;401.167847;362.417664;409.976563;8893.991211;
1;11;2021;14:00:00.000;7788.902344;7867.272461;7879.666992;13587.427;3054.784180;2764.851074;3077.143555;699.131653;587.775208;930.134705;403.864990;360.550629;409.495575;8896.779297;
1;11;2021;14:10:00.000;7790.741211;7857.527832;7872.367676;13578.677;3060.643799;2826.880859;3051.109863;678.077820;605.633606;936.682556;403.896484;369.183167;406.923462;8938.633789;
1;11;2021;14:20:00.000;7793.206055;7862.249512;7875.666016;13584.745;3053.506592;2793.103271;3026.121826;690.100891;596.232849;931.862427;403.200256;364.505066;403.542877;8872.731445;
1;11;2021;14:30:00.000;7779.822266;7849.662109;7866.503418;13564.461;3036.632324;2742.065186;3030.571289;677.956421;582.577209;898.525757;401.444397;358.377930;403.291260;8809.268555;
1;11;2021;14:40:00.000;7805.499023;7874.137207;7888.623047;13606.193;3053.238770;2748.052246;3016.731934;678.100403;601.333130;914.373596;402.210571;358.493164;401.045593;8818.022461;
1;11;2021;14:50:00.000;7801.198730;7878.756836;7885.438477;13604.554;3022.272949;2712.534668;3003.985840;691.459167;602.478516;925.749512;398.909424;353.919434;400.021484;8738.793945;
1;11;2021;15:00:00.000;7811.007324;7879.578613;7891.685547;13614.309570;3054.196289;2762.445313;3002.503174;689.178162;615.651978;931.039368;402.291107;360.406616;399.748749;8819.144531;
1;11;2021;15:10:00.000;7819.749512;7891.334961;7896.741211;13629.093;3056.570557;2754.521973;2995.500977;685.892639;606.920105;948.662048;402.017456;358.629608;399.238251;8806.592773;
1;11;2021;15:20:00.000;7813.033203;7889.775879;7896.641602;13624.229;3063.234863;2713.416016;3006.389160;689.258545;606.764160;930.803162;403.274994;353.641541;399.912415;8783.040039;
1;11;2021;15:30:00.000;7822.313477;7894.473145;7901.807129;13635.312;3028.449219;2762.024414;2994.164307;690.484375;622.406128;926.473572;398.509033;359.841339;398.050690;8784.638672;
1;11;2021;15:40:00.000;7819.398926;7889.831543;7898.727539;13629.152;3042.573975;2753.599121;2996.634277;680.501282;623.044922;938.312683;400.156769;359.038239;398.925903;8792.807617;
1;11;2021;15:50:00.000;7830.161133;7901.078125;7910.747559;13648.799;3021.423340;2743.770508;2996.045654;684.166382;625.318420;939.144348;397.073578;357.369202;398.292236;8761.240234;
1;11;2021;16:00:00.000;7835.601563;7910.980469;7912.814941;13658.859;3005.031494;2722.644287;3010.013184;681.990784;616.200195;958.418274;394.675140;354.061646;400.556274;8737.689453;
1;11;2021;16:10:00.000;7839.675781;7918.521973;7922.879883;13671.365;2976.494385;2684.380615;2944.750000;680.389648;587.687195;941.481750;390.874084;348.282318;391.621552;8605.625000;
1;11;2021;16:20:00.000;7828.057617;7905.653320;7912.448242;13651.188;2991.684326;2672.280029;2972.478271;702.892395;601.508850;951.453979;394.045471;347.720093;395.885071;8636.442383;
1;11;2021;16:30:00.000;7822.750977;7903.437500;7905.168457;13642.646;2950.079102;2649.267822;2941.669434;669.783630;588.774597;929.221130;388.134644;344.641052;391.703125;8541.016602;
1;11;2021;16:40:00.000;7822.798828;7895.562988;7904.752930;13637.874;2946.913086;2632.690918;2938.032227;673.390198;590.758240;928.575073;387.857758;342.986359;391.232758;8517.636719;
1;11;2021;16:50:00.000;7833.574219;7913.936523;7917.197266;13661.879;2882.623535;2611.700195;2926.167725;670.776245;590.370239;924.459167;379.323395;339.621277;389.072693;8420.491211;
1;11;2021;17:00:00.000;7850.859863;7930.373535;7933.166992;13690.587;2880.528320;2601.785400;2912.270264;664.862366;587.474548;926.122986;378.042175;337.616180;386.638214;8394.583984;
1;11;2021;17:10:00.000;7859.146484;7943.798828;7946.801758;13710.984;2855.811768;2567.602783;2894.085205;672.134705;577.974976;905.959290;374.845795;332.599945;383.114929;8317.500000;
1;11;2021;17:20:00.000;7865.492676;7942.720703;7952.672852;13717.393;2870.341797;2561.308594;2857.288818;671.328857;586.750000;879.421997;376.335114;332.157806;377.484589;8288.938477;
1;11;2021;17:30:00.000;7833.228027;7910.046875;7919.292480;13660.585;2851.261963;2547.406982;2871.099609;640.967041;571.223938;882.478516;374.701965;331.430298;380.876984;8269.768555;
1;11;2021;17:40:00.000;7843.625488;7926.789551;7928.311523;13681.423;2857.255859;2527.631836;2838.259766;646.564697;535.262939;877.950134;375.214691;327.378143;376.383636;8223.147461;
1;11;2021;17:50:00.000;7848.100098;7926.470215;7930.062012;13684.779;2869.628906;2598.266113;2899.862061;637.896545;556.072144;870.059021;376.409546;336.695801;383.524323;8367.756836;
1;11;2021;18:00:00.000;7809.775879;7891.111816;7895.342285;13622.039;2850.624512;2587.331787;2916.173584;617.796692;539.306946;849.903015;375.567566;336.580933;386.694275;8354.129883;
1;11;2021;18:10:00.000;7807.880371;7937.153320;7924.929199;13664.281250;3039.568848;2740.639160;3120.625488;803.249817;664.963684;1041.448730;405.080841;357.251709;417.479370;8900.833984;
1;11;2021;18:20:00.000;7666.958008;7793.094238;7790.434570;13421.941;3125.645996;2794.911865;3198.249756;787.543945;617.807861;985.571167;422.955017;369.365173;432.109406;9118.807617;
1;11;2021;18:30:00.000;7677.372559;7799.365723;7801.653809;13437.988;3147.050537;2816.845459;3286.524170;755.049866;607.367371;974.271118;424.100220;371.586395;441.918304;9250.419922;
1;11;2021;18:40:00.000;7677.894043;7793.154785;7804.440918;13436.224;3176.023438;2826.743896;3279.988281;735.472290;617.239746;948.404846;427.288666;373.502136;440.189514;9282.755859;
1;11;2021;18:50:00.000;7665.376465;7782.484375;7795.265625;13417.478;3180.941162;2844.691162;3263.861816;730.630005;601.159180;935.826111;428.600281;375.917908;438.399506;9289.494141;
1;11;2021;19:00:00.000;7683.601563;7800.445801;7811.590820;13447.802;3212.387695;2874.047852;3237.688232;731.674316;598.740540;927.629822;431.589325;378.692169;434.068298;9324.123047;
1;11;2021;19:10:00.000;7692.399414;7811.777832;7822.213867;13465.496;3227.359619;2833.295898;3242.834473;736.575317;575.745911;919.717590;433.170959;372.580933;433.946014;9303.490234;
1;11;2021;19:20:00.000;7700.037598;7814.705566;7828.171387;13475.041;3191.860352;2857.917969;3271.052490;722.066040;598.083557;915.326721;427.864655;376.083771;436.904144;9320.830078;
1;11;2021;19:30:00.000;7705.568359;7819.631836;7830.602051;13482.451;3160.888916;2808.647949;3272.046875;720.687500;577.316956;923.461609;423.613495;369.245331;437.193970;9241.583984;
1;11;2021;19:40:00.000;7718.434082;7834.346680;7850.500488;13509.848;3184.019043;2837.838135;3277.593018;709.793335;589.564819;907.441833;425.512970;372.481812;436.319244;9299.450195;
1;11;2021;19:50:00.000;7729.333984;7842.262695;7854.772461;13523.159180;3138.049072;2829.909912;3337.509277;721.239868;577.781921;912.707520;419.543243;370.905090;443.545593;9305.467773;
1;11;2021;20:00:00.000;7749.159180;7859.118652;7876.471680;13556.846680;3158.487305;2847.463379;3319.457275;718.384827;597.356567;921.276001;420.937531;372.837952;440.493103;9325.408203;
1;11;2021;20:10:00.000;7752.163574;7864.036133;7878.950195;13562.856;3162.356201;2844.486084;3319.710693;716.536011;589.427002;927.884583;421.178619;372.039856;440.620667;9326.552734;
1;11;2021;20:20:00.000;7749.363281;7863.679199;7882.213867;13562.918;3147.460938;2849.705566;3335.211914;727.300354;584.898621;933.554016;419.746857;372.565643;442.541656;9332.377930;
1;11;2021;20:30:00.000;7762.093262;7874.449707;7893.379395;13582.979;3201.213867;2866.370117;3300.792969;735.202454;592.799866;933.899414;425.935394;374.296204;437.711487;9368.376953;
1;11;2021;20:40:00.000;7790.609863;7898.451172;7916.175781;13626.499;3144.505371;2871.353271;3278.563965;720.949707;594.273438;926.544373;416.968933;373.773743;433.525848;9294.421875;
1;11;2021;20:50:00.000;7791.245117;7905.164063;7915.123535;13630.110;3155.194336;2834.100586;3315.482910;740.474670;582.696594;946.646667;418.793396;368.620087;438.701721;9304.777344;
1;11;2021;21:00:00.000;7796.672852;7905.275879;7919.912598;13636.093;3121.782471;2805.794434;3276.789795;728.702820;590.168762;946.028748;413.962677;365.260406;433.693512;9204.366211;
1;11;2021;21:10:00.000;7820.206055;7932.132324;7942.865234;13678.461;3113.549072;2777.072754;3264.171143;720.175049;589.667908;932.139038;411.415344;360.467896;430.380066;9154.793945;
1;11;2021;21:20:00.000;7814.406250;7910.130859;7922.085938;13650.439;3066.713135;2800.672607;3235.525879;706.168396;587.029846;924.521606;405.539276;364.299713;427.798126;9102.912109;
1;11;2021;21:30:00.000;7846.430664;7952.927734;7963.291504;13717.480;3032.746338;2809.312256;3231.113281;713.798340;616.156677;945.659912;399.873779;364.093414;425.727783;9073.171875;
1;11;2021;21:40:00.000;7839.764648;7948.597168;7961.908203;13710.352;3048.855469;2752.517090;3219.445313;712.510437;604.308716;934.883423;402.081055;356.977112;423.946869;9020.817383;
1;11;2021;21:50:00.000;7837.725098;7947.700195;7962.488770;13709.064;3036.997803;2759.446777;3168.073975;720.461853;606.961609;918.085999;400.829834;357.914185;417.112976;8964.519531;
1;11;2021;22:00:00.000;7854.827148;7964.712891;7972.875977;13734.804;3011.432129;2726.662598;3162.993652;727.130493;605.670288;933.773804;396.944702;353.011597;416.427704;8901.088867;
1;11;2021;22:10:00.000;7831.160645;7941.325195;7949.997559;13694.467;2957.251465;2695.941650;3126.698486;704.919189;580.347717;919.867981;390.716370;349.537598;412.664551;8779.891602;
1;11;2021;22:20:00.000;7804.989746;7914.168457;7927.420410;13650.704;2948.677734;2681.897461;3084.063721;702.948181;570.599915;896.180603;390.771118;348.651337;407.779999;8714.637695;
1;11;2021;22:30:00.000;7803.354980;7911.471680;7930.686523;13650.120;2949.596191;2637.456543;3069.956787;716.214722;567.082947;898.147339;391.277466;343.104187;405.917847;8657.009766;
1;11;2021;22:40:00.000;7810.887695;7919.890625;7933.823242;13661.252;2895.593018;2596.002930;3020.266357;695.725464;573.841675;890.871704;383.411774;337.683533;399.304626;8511.862305;
1;11;2021;22:50:00.000;7830.481445;7939.162598;7951.739258;13694.096;2882.624512;2558.868408;2988.180908;711.407593;581.958801;903.615295;381.259277;332.440216;394.893341;8429.673828;
1;11;2021;23:00:00.000;7834.950195;7944.278320;7957.029785;13702.760;2848.944092;2526.835205;2951.248779;722.244385;587.582092;917.033508;377.088135;328.354553;390.515259;8327.027344;
1;11;2021;23:10:00.000;7847.229004;7956.314941;7964.828125;13721.358;2833.140625;2518.787109;2923.981445;702.279846;585.086548;914.267029;373.856018;326.692841;386.687775;8275.908203;
1;11;2021;23:20:00.000;7854.416992;7964.400879;7970.731445;13733.653320;2805.597412;2500.288086;2914.302979;716.281006;588.986023;931.091919;370.463104;324.124878;385.744202;8220.188477;
1;11;2021;23:30:00.000;7725.542969;7837.196289;7856.774414;13520.071;2725.229980;2417.599854;2803.175781;655.584473;541.024353;842.504211;364.494904;317.639923;374.339294;7946.005371;
1;11;2021;23:40:00.000;7739.590332;7857.916016;7872.735840;13549.391;2697.583984;2374.456299;2772.930664;661.639465;538.400879;834.508118;360.505676;311.355072;369.601074;7844.970703;
1;11;2021;23:50:00.000;7778.629395;7886.451660;7904.446777;13606.772;2681.989990;2356.183594;2688.377197;663.575806;553.061035;841.691956;356.771179;308.357819;358.097931;7726.550781;
2;11;2021;0:00:00.000;7841.281250;7955.172852;7960.187012;13714.867;2640.897461;2334.723145;2685.317383;683.157288;573.539063;884.627869;349.396423;303.589142;356.796906;7660.937988;
2;11;2021;0:10:00.000;7836.713867;7952.684570;7955.415527;13708.107;2623.761963;2300.808350;2667.505127;699.990356;578.861633;877.838318;347.879730;299.621399;354.482788;7592.075195;
2;11;2021;0:20:00.000;7839.646973;7954.965332;7959.612305;13713.592;2635.637695;2298.635498;2669.047607;713.155762;578.016113;896.941895;349.538696;299.147614;355.084625;7603.320801;
2;11;2021;0:30:00.000;7863.901855;7972.762695;7975.157227;13746.896;2567.443604;2267.474854;2632.784424;700.459045;578.563660;888.772949;339.661987;294.636566;349.694916;7467.702637;
2;11;2021;0:40:00.000;7823.303711;7934.615723;7939.667480;13680.965;2540.440674;2243.325684;2570.653076;692.204529;564.112732;872.587036;337.775940;292.629333;343.186127;7354.419434;
