dia;mes;ano;Time;Vlna;Vlnb;Vlnc;Vllavg;kWa;kWb;kWc;kVARa;kVARb;kVARc;Ia;Ib;Ic;kWtot
01;06;2020;00:00:00.000;7946.699219;8023.648926;8038.466309;13861.007;2124.247803;1916.457886;2255.629639;899.760437;835.358887;1161.038208;290.749756;260.956024;316.123108;6296.334961
01;06;2020;00:10:00.000;7934.528809;8008.330078;8021.751465;13835.496;2091.585693;1913.960938;2217.356445;894.363159;833.143250;1129.193481;287.166656;261.055969;310.740387;6222.903320
01;06;2020;00:20:00.000;7910.023926;7991.598633;7998.181641;13798.070;2108.292725;1903.369995;2234.690674;881.618408;808.306458;1122.427856;289.358521;259.162964;313.195740;6246.353516
01;06;2020;00:30:00.000;7925.453613;8006.464355;8015.489258;13825.546;2118.508301;1904.314331;2240.294922;902.653625;802.130127;1135.430420;291.009033;258.501801;313.894196;6263.117676
01;06;2020;00:40:00.000;7912.999512;7994.439453;8003.158203;13804.279;2104.587891;1911.873047;2242.209717;860.414612;810.317810;1119.868530;287.795624;260.175079;313.739716;6258.670898
01;06;2020;00:50:00.000;7932.239258;8000.206055;8022.331055;13829.789;2112.346680;1951.307495;2246.963379;877.192505;835.707153;1136.290283;288.852448;265.746613;314.462921;6310.617676
01;06;2020;01:00:00.000;7896.784668;7971.103516;7994.258789;13776.297;2120.536865;1946.242065;2264.181396;877.798889;791.516174;1107.002686;291.154175;264.022919;315.903229;6330.959961
01;06;2020;01:10:00.000;7939.933594;8010.714355;8031.535156;13845.576;2136.635498;1981.657104;2313.662354;886.403687;821.100281;1135.971069;291.892609;268.248566;321.589722;6431.955566
01;06;2020;01:20:00.000;7993.736816;8061.054688;8077.747559;13932.384;2077.056152;1906.560303;2228.791504;868.558594;805.609253;1100.326416;282.260529;257.299927;308.472107;6212.407715
01;06;2020;01:30:00.000;7973.293945;8035.141113;8042.845215;13885.486;1976.365601;1868.214966;2139.987061;799.113647;729.107849;1023.505981;268.084351;250.215195;295.768372;5984.567383
01;06;2020;01:40:00.000;7970.477539;8032.394043;8041.920410;13881.691;1967.454834;1823.575073;2136.679199;779.938843;712.596008;1008.195435;266.348541;244.489258;294.759888;5927.708984
01;06;2020;01:50:00.000;7962.835449;8023.846191;8028.248535;13864.425;1955.739746;1890.329468;2207.145264;754.184692;714.960999;1005.017700;264.146332;252.623611;303.103149;6053.214355
01;06;2020;02:00:00.000;7951.606445;8010.958008;8019.259766;13845.260;2003.975952;1937.703857;2265.392822;758.971375;721.960449;998.032837;270.475769;258.929626;309.792145;6207.072266
01;06;2020;02:10:00.000;7934.331543;7994.514648;7994.181641;13811.278320;2073.424805;2017.188721;2345.200928;753.853699;726.778931;1024.906494;279.090240;269.057190;321.280487;6435.814453
01;06;2020;02:20:00.000;7896.661621;7964.848633;7951.782227;13747.871;2180.817383;2072.028809;2422.925537;761.936279;720.916016;1018.593384;293.637238;276.362885;331.745880;6675.771484
01;06;2020;02:30:00.000;7875.728027;7943.527832;7926.877441;13709.058;2231.123535;2099.632080;2469.699463;756.704773;709.257080;1014.079468;300.245819;279.958832;338.075317;6800.455566
01;06;2020;02:40:00.000;7868.946289;7929.208984;7924.661621;13695.581;2285.246338;2188.523438;2541.808105;770.135498;741.962097;1026.689697;307.581512;292.423157;347.232849;7015.578125
01;06;2020;02:50:00.000;7882.698242;7942.314941;7940.151367;13720.004;2342.663574;2222.759033;2597.620605;769.344238;736.087280;1049.593384;313.968506;295.791504;354.148743;7163.043457
01;06;2020;03:00:00.000;7878.234375;7942.962402;7935.766602;13715.244;2404.965332;2289.299316;2696.755127;797.128357;742.987854;1081.459961;322.757080;304.018799;367.442749;7391.020020
01;06;2020;03:10:00.000;7833.626953;7895.008301;7893.816895;13637.559;2505.575195;2376.445313;2766.304932;784.291870;760.442688;1081.019409;336.323792;317.076721;377.558929;7648.325195
01;06;2020;03:20:00.000;7805.252441;7869.278809;7873.902344;13594.778320;2598.642334;2411.884277;2831.965576;804.250183;753.060181;1071.811646;349.697632;322.163116;385.954254;7842.491699
01;06;2020;03:30:00.000;7747.863281;7816.516602;7820.450195;13500.303;2683.769775;2467.051514;2904.813232;816.975586;759.392761;1079.764038;363.208649;331.261841;397.690674;8055.634277
01;06;2020;03:40:00.000;7905.354492;7980.795898;7973.851074;13774.639;2754.270996;2540.737305;2957.357666;868.624512;841.394287;1168.087402;366.433167;336.377350;400.117706;8252.365234
01;06;2020;03:50:00.000;7888.873535;7966.533203;7962.475586;13750.298;2829.751465;2589.691895;3029.298096;900.876404;829.340088;1188.963257;377.546539;342.363190;410.060791;8448.741211
01;06;2020;04:00:00.000;7875.482422;7953.057617;7949.445801;13727.244;2893.455566;2619.500244;3078.749023;906.372803;835.347839;1208.411011;386.107849;346.732574;417.398438;8591.705078
01;06;2020;04:10:00.000;7851.884766;7925.048828;7925.962891;13683.872070;2929.541748;2688.901123;3119.101807;904.419678;847.210266;1223.358154;391.598755;356.806091;424.085999;8737.544922
01;06;2020;04:20:00.000;7890.020508;7958.856445;7961.378418;13745.859;2990.131348;2743.880371;3152.024414;913.134216;881.560913;1232.926270;397.360504;363.161072;426.476685;8886.035156
01;06;2020;04:30:00.000;7871.231445;7947.527832;7945.643066;13719.354;3030.134766;2754.684814;3203.926758;931.566162;856.683289;1241.870239;403.872498;364.098419;433.806396;8988.746094
01;06;2020;04:40:00.000;7858.245605;7928.917969;7924.783203;13689.088;3061.175293;2854.403076;3245.224609;913.540161;870.726318;1252.140625;407.676361;377.463043;440.235352;9160.802734
01;06;2020;04:50:00.000;7805.297852;7883.535645;7872.650391;13602.173;3116.060791;2811.584961;3277.267578;906.958496;856.380554;1230.296631;416.935455;373.944885;446.009460;9204.913086
01;06;2020;05:00:00.000;7817.344727;7894.443359;7887.643555;13624.055;3149.647461;2829.366455;3279.790283;911.468628;865.559082;1217.176147;420.611542;375.949341;444.947418;9258.803711
01;06;2020;05:10:00.000;7829.450195;7903.894043;7890.605957;13638.183;3173.287842;2860.779785;3339.491455;905.720703;876.740417;1252.993774;422.679504;379.738647;453.460419;9373.559570
01;06;2020;05:20:00.000;7822.334961;7900.582031;7889.069824;13631.282;3207.766357;2889.133789;3357.447754;918.437805;888.935181;1261.137207;427.722443;383.722656;455.993134;9454.347656
01;06;2020;05:30:00.000;7812.608398;7890.403320;7881.715820;13615.530;3257.476563;2908.420898;3373.073486;945.192627;894.195190;1284.973999;435.286499;386.767365;459.369110;9538.970703
01;06;2020;05:40:00.000;7797.305664;7877.028320;7868.049316;13591.079;3308.740479;2948.966797;3383.200928;938.294128;894.081116;1259.770752;442.213409;392.331390;460.244720;9640.908203
01;06;2020;05:50:00.000;7785.035156;7863.071289;7848.472168;13564.612;3284.356201;2944.552979;3410.251221;917.250427;893.348145;1271.647705;439.192841;392.489990;465.138641;9639.160156
01;06;2020;06:00:00.000;7784.766113;7865.294922;7853.523926;13568.640;3329.813965;3004.141357;3462.972412;941.323364;893.484802;1284.260132;445.689911;399.637238;471.722748;9796.927734
01;06;2020;06:10:00.000;7767.072754;7841.570801;7840.338379;13537.117;3376.576416;3029.774902;3484.366699;936.369019;895.555969;1260.189453;452.282257;404.030579;474.024719;9890.717773
01;06;2020;06:20:00.000;7765.651855;7843.722168;7840.370117;13537.533;3358.717041;3020.052979;3536.000000;916.579163;894.343506;1236.246948;449.471466;402.705475;479.229279;9914.769531
01;06;2020;06:30:00.000;7766.866211;7852.611816;7843.284180;13545.051;3355.455811;3015.026855;3554.372070;925.302063;866.378235;1248.551880;449.296600;400.650299;481.743347;9924.854492
01;06;2020;06:40:00.000;7732.424805;7812.932617;7799.383789;13476.912;3383.896484;3059.240479;3588.200439;914.981201;879.575439;1253.288208;454.489990;408.615021;488.720215;10031.337
01;06;2020;06:50:00.000;7731.239746;7812.823730;7803.807617;13478.687500;3395.151123;3048.755127;3594.017090;900.552551;849.173584;1226.092285;455.484192;406.298126;488.064758;10037.923
01;06;2020;07:00:00.000;7736.594238;7816.073730;7804.280762;13483.957;3378.086914;3107.810791;3565.644775;910.438293;865.622253;1240.789551;453.408203;413.939819;485.244537;10051.542
01;06;2020;07:10:00.000;7774.960938;7848.037598;7848.164551;13549.896;3433.833984;3162.451660;3618.028076;955.703186;912.618774;1284.340698;459.606384;420.582672;490.622223;10214.314
01;06;2020;07:20:00.000;7773.250488;7843.482910;7846.378418;13545.249;3388.776611;3135.037598;3580.793701;929.481201;907.970520;1258.975708;453.238403;417.326416;485.215759;10104.607
01;06;2020;07:30:00.000;7767.404785;7839.188965;7840.019531;13535.695;3468.597900;3171.284180;3675.684570;970.399475;940.394531;1297.406372;464.896545;423.136841;498.651764;10315.566
01;06;2020;07:40:00.000;7759.765137;7826.686035;7830.504883;13518.589;3477.416260;3199.354248;3666.177490;959.291687;929.794189;1281.329346;466.054199;426.871429;497.432800;10342.948
01;06;2020;07:50:00.000;7749.172363;7820.535156;7821.707520;13503.834;3475.925049;3150.771729;3598.623779;960.298828;931.823669;1277.930176;466.555725;421.332001;489.750305;10225.320
01;06;2020;08:00:00.000;7750.046875;7824.044434;7822.942871;13507.050;3457.856689;3135.132568;3619.372070;952.747437;917.752380;1274.646118;464.025848;418.750916;492.074371;10212.361
01;06;2020;08:10:00.000;7745.891113;7822.383789;7820.661621;13502.376;3461.453857;3102.029785;3585.311035;963.296021;916.402893;1275.149292;465.065247;414.739716;488.122620;10148.795
01;06;2020;08:20:00.000;7758.137695;7834.574219;7829.613770;13521.660;3370.206299;3074.243896;3547.834717;944.684082;902.242249;1280.256836;452.419678;410.185577;483.286987;9992.285156
01;06;2020;08:30:00.000;7737.292480;7820.705078;7815.039551;13493.163;3396.760742;3064.824707;3600.847656;972.984802;890.584045;1283.442017;457.929749;409.372559;490.764313;10062.434
01;06;2020;08:40:00.000;7736.101563;7801.834961;7802.995605;13474.653320;3403.626709;3026.301514;3570.636230;977.448425;877.566772;1285.923096;458.975281;405.133270;487.945282;10000.563
01;06;2020;08:50:00.000;7748.413574;7823.936523;7820.840332;13504.839;3363.340088;3062.407959;3578.660889;965.847656;917.216492;1287.635010;452.840057;409.848419;487.877136;10004.409180
