dia;mes;ano;Time;Vlna;Vlnb;Vlnc;Vllavg;kWa;kWb;kWc;kVARa;kVARb;kVARc;Ia;Ib;Ic;kWtot
01;04;2019;00:00:00.000;7845.673828;7924.640137;7983.857910;13714.238;2129.105713;2082.044434;2018.897095;603.186707;658.012817;561.400452;282.654510;276.040253;263.073090;6230.046875
01;04;2019;00:10:00.000;7854.785156;7930.282227;7987.467773;13724.839;2139.056396;2131.832764;2066.656494;616.449280;670.677795;573.705444;284.012177;282.289673;269.129578;6337.545410
01;04;2019;00:20:00.000;7832.856934;7916.541016;7966.616699;13692.198;2124.559082;2114.422363;2032.309082;603.492737;650.088501;562.699219;282.599945;279.948792;265.357178;6271.290527
01;04;2019;00:30:00.000;7845.946289;7917.474609;7973.285156;13704.132;2131.263428;2120.606934;2050.998047;588.495728;655.958557;560.807617;282.448608;280.888336;267.315002;6302.868652
01;04;2019;00:40:00.000;7823.121094;7902.919922;7954.039063;13671.434570;2129.587402;2124.952148;2041.452515;593.585693;652.121460;547.851868;283.272156;281.796021;266.408173;6295.992188
01;04;2019;00:50:00.000;7825.411621;7900.909668;7955.564453;13672.461;2175.928711;2145.747559;2058.084961;581.777161;642.605347;530.697937;288.532745;284.077271;267.843658;6379.761230
01;04;2019;01:00:00.000;7830.426270;7903.123047;7952.908691;13675.068;2209.854248;2165.811279;2092.235352;576.733887;638.694824;540.414673;292.425751;286.321564;272.451263;6467.901367
01;04;2019;01:10:00.000;7813.834473;7898.773438;7939.000977;13654.926;2197.071289;2168.891846;2101.500488;570.482666;632.263672;540.250183;291.324554;286.674927;274.098419;6467.463379
01;04;2019;01:20:00.000;7824.763184;7905.581543;7953.611816;13673.543;2191.932373;2192.784180;2108.319580;569.212524;615.538086;519.753662;290.335205;288.849945;273.902344;6493.036133
01;04;2019;01:30:00.000;7899.995117;7973.555176;8022.435059;13795.831;2145.192139;2107.149170;2072.446533;562.593506;598.536499;503.028564;281.771210;275.581940;266.875824;6324.788086
01;04;2019;01:40:00.000;7929.247559;7998.175293;8050.633789;13843.133;2126.333984;2120.621094;1987.276245;536.749756;609.460510;460.415283;277.788116;276.806335;254.614471;6234.231445
01;04;2019;01:50:00.000;7945.758789;8009.454102;8061.906250;13865.657;2162.096436;2140.103516;2037.244385;568.702087;618.547119;490.702057;282.601471;279.095398;261.222351;6339.444336
01;04;2019;02:00:00.000;7915.211914;7979.824219;8035.010742;13815.372070;2220.346680;2187.839844;2125.307129;558.408630;636.735168;474.308533;290.467621;286.554230;272.269806;6533.493652
01;04;2019;02:10:00.000;7916.356445;7977.750000;8032.616211;13813.420;2294.830322;2269.667725;2221.881104;569.657227;644.612488;500.691406;299.967834;296.794769;284.849426;6786.378906
01;04;2019;02:20:00.000;7891.550293;7952.138672;8002.929199;13767.163;2290.929688;2337.291992;2272.244629;565.172791;638.063538;511.800934;300.305328;305.702576;292.365509;6900.465820
01;04;2019;02:30:00.000;7831.441406;7892.078125;7951.532227;13668.102;2372.514648;2394.951660;2312.733154;563.075745;637.067017;483.731171;312.634216;315.065796;298.485779;7080.199219
01;04;2019;02:40:00.000;7844.051758;7912.259766;7959.848633;13691.840;2436.085449;2467.924072;2314.748047;611.593018;659.786377;517.040100;321.391815;323.943512;299.354919;7218.757324
01;04;2019;02:50:00.000;7851.834961;7923.687988;7974.358398;13711.309;2529.542969;2519.314941;2473.809082;650.675781;677.858826;552.111755;333.794342;330.312775;319.177155;7522.666992
01;04;2019;03:00:00.000;7843.620605;7912.019043;7965.926758;13694.963;2629.154297;2648.259277;2584.346191;673.899231;695.663635;580.718567;347.171722;347.118256;333.786285;7861.759766
01;04;2019;03:10:00.000;7815.211914;7871.018066;7922.423828;13629.760;2719.830322;2807.133545;2717.511963;653.539917;722.311279;599.585327;359.033356;369.254089;352.435608;8244.476563
01;04;2019;03:20:00.000;7807.460938;7858.865234;7924.021973;13619.172;2847.336670;2884.104004;2821.818604;686.140259;758.694031;634.453735;376.248230;380.455872;366.147095;8553.259766
01;04;2019;03:30:00.000;7771.808594;7825.172363;7884.592285;13556.312500;2992.797607;2955.468262;2920.129639;675.306458;758.243042;649.540649;395.887482;390.968536;380.577850;8868.395508
01;04;2019;03:40:00.000;7787.716309;7842.120605;7909.464844;13589.625000;3079.912842;3037.523682;2950.972412;698.986023;776.845398;639.258728;406.718475;400.853973;382.984528;9068.409180
01;04;2019;03:50:00.000;7767.414551;7827.148438;7887.266602;13556.397;3208.485107;3140.282959;3063.174561;699.083252;768.969360;675.951538;423.965698;414.098755;398.972412;9411.942383
01;04;2019;04:00:00.000;7735.067383;7791.046875;7856.400879;13499.030;3243.984131;3199.643066;3095.606445;694.574463;782.827942;671.661621;430.119019;423.847931;404.538971;9539.233398
01;04;2019;04:10:00.000;7755.796387;7809.504395;7876.305176;13533.100;3348.871338;3209.936768;3167.055176;742.774780;809.393555;710.233704;443.553680;424.964142;413.392273;9725.863281
01;04;2019;04:20:00.000;7774.170898;7822.378906;7888.123535;13557.884;3547.802002;3293.030273;3215.209717;771.340515;816.651184;730.976807;468.348541;434.840332;419.351105;10056.042
01;04;2019;04:30:00.000;7780.880371;7825.033691;7890.113770;13564.463;3589.558105;3393.687744;3284.753174;786.091370;825.924866;761.790222;473.515900;447.423370;428.675720;10267.999
01;04;2019;04:40:00.000;7745.629883;7788.907715;7864.310059;13508.317;3640.000977;3365.176758;3329.571289;782.216003;830.906311;754.177307;481.936096;446.101929;435.443970;10334.749
01;04;2019;04:50:00.000;7735.661621;7775.940918;7844.036621;13483.366;3686.273926;3428.876465;3352.063232;793.039490;844.289185;751.432617;488.686981;455.211670;439.299561;10467.213
01;04;2019;05:00:00.000;7693.024414;7730.020020;7803.375000;13408.729;3739.226807;3505.041504;3421.507568;772.347473;829.094177;747.604736;497.616852;467.021515;450.193970;10665.776
01;04;2019;05:10:00.000;7706.699707;7753.414551;7826.999512;13443.747070;3821.129395;3537.376953;3448.263184;788.605835;840.539551;747.443359;507.602966;470.025970;452.169098;10806.770
01;04;2019;05:20:00.000;7664.637207;7705.776855;7787.688477;13369.250000;3850.791504;3595.421387;3527.315674;787.075256;846.578796;770.620911;514.100098;480.403229;465.005157;10973.529
01;04;2019;05:30:00.000;7745.798340;7785.349121;7874.770020;13512.331;3932.820313;3629.474121;3626.715820;844.021362;862.756042;817.752686;520.574829;480.233337;473.426788;11189.011
01;04;2019;05:40:00.000;7738.626953;7787.149902;7864.525879;13503.336;3965.152832;3733.269287;3689.984619;881.962036;874.939758;854.491333;526.167725;493.470795;482.903656;11388.407
01;04;2019;05:50:00.000;7723.022949;7771.080078;7847.232422;13475.062;4060.819580;3779.548096;3721.470703;875.320251;913.561096;855.522827;539.080872;501.409668;487.910828;11561.838
01;04;2019;06:00:00.000;7734.521973;7773.326172;7853.461914;13486.578;4080.609619;3818.799316;3737.637939;865.590820;900.293396;862.872131;540.561707;505.789886;489.732971;11637.047
01;04;2019;06:10:00.000;7725.840820;7764.140137;7842.195801;13469.729;4066.295898;3809.869385;3800.295166;851.720520;879.880371;866.965881;539.018921;504.673981;498.362335;11676.460
01;04;2019;06:20:00.000;7717.323730;7765.119141;7841.301270;13464.868;4125.073730;3865.317871;3790.117432;892.460571;884.545166;848.073425;548.135376;511.732056;496.637482;11780.509
