dia;mes;ano;Time;Vlna;Vlnb;Vlnc;Vllavg;kWa;kWb;kWc;kVARa;kVARb;kVARc;Ia;Ib;Ic;kWtot
01;02;2019;00:00:00.000;7949.213867;8005.226074;8015.458984;13838.762;2119.911621;2097.987549;2065.967529;668.639038;649.547546;575.279419;280.307892;274.820709;268.181885;6283.866699
01;02;2019;00:10:00.000;7955.909668;8011.188477;8021.467285;13849.524;2129.941406;2117.633789;2089.952881;655.185364;661.153931;581.552368;280.793762;277.403137;271.110565;6337.528320
01;02;2019;00:20:00.000;7945.972656;8004.056152;8010.884277;13833.559;2142.421387;2126.127197;2066.020996;659.506958;658.957397;578.285889;282.804688;278.590485;268.521179;6334.569824
01;02;2019;00:30:00.000;7948.808105;8009.784668;8014.965332;13840.836;2159.275879;2143.892822;2110.156982;660.629517;659.340698;576.809753;284.837097;280.548248;273.652313;6413.325684
01;02;2019;00:40:00.000;7937.860840;7998.437500;8001.756348;13820.307;2196.294434;2140.317139;2139.588379;661.268677;654.257874;592.559509;289.792816;280.390076;278.210693;6476.199707
01;02;2019;00:50:00.000;7943.956055;8000.717773;8010.911133;13830.401;2200.570557;2179.510498;2147.779297;636.993591;661.060974;567.454102;289.316528;285.275787;278.152344;6527.860352
01;02;2019;01:00:00.000;7942.995605;7998.846680;8009.938965;13828.177;2233.472656;2234.661865;2144.506348;638.083374;657.018555;548.735657;293.450989;291.867706;277.288208;6612.641113
01;02;2019;01:10:00.000;7927.368164;7982.078125;7989.715820;13797.717;2307.582520;2252.780762;2203.845947;632.588135;642.989990;544.968872;302.972321;294.300995;285.226288;6764.208984
01;02;2019;01:20:00.000;7932.319824;7986.247070;7992.214844;13804.370;2326.295898;2326.278320;2254.770020;609.327576;646.971008;559.328979;304.457184;303.225983;291.891174;6907.344238
01;02;2019;01:30:00.000;7938.427734;7994.474121;8000.809082;13817.508;2336.748291;2323.219727;2280.242920;611.151306;640.574951;541.910767;305.674622;302.501831;294.333893;6940.210938
01;02;2019;01:40:00.000;7977.083984;8026.663574;8037.406250;13879.388;2241.171875;2222.687988;2189.694336;562.995361;594.632019;477.819061;291.224274;287.812256;280.541748;6653.554199
01;02;2019;01:50:00.000;7999.794922;8048.440430;8055.281250;13915.332;2222.404297;2246.712402;2192.281738;579.956543;619.695435;479.394897;288.750214;290.798981;280.351044;6661.398438
01;02;2019;02:00:00.000;7987.209473;8044.185059;8042.198242;13898.028320;2231.646973;2192.707764;2199.397461;585.677490;589.428589;484.424011;290.544037;283.568329;281.822754;6623.752441
01;02;2019;02:10:00.000;7986.034668;8038.056641;8035.101563;13889.713;2255.074463;2291.303711;2261.200439;584.129639;612.500977;503.660583;293.358154;296.334534;290.053070;6807.578613
01;02;2019;02:20:00.000;7971.951660;8023.272949;8018.524414;13863.455;2368.033447;2323.602295;2329.236572;594.279602;617.742249;518.637573;307.883301;300.966736;299.239258;7020.872559
