Date;Time;Vlna;Vlnb;Vlnc;Vllavg;;kWa;;kWb;kWc;kVARa;kVARb;kVARc;Ia;Ib;Ic;kWtot
10;07;2018;05:20:00.000;7938.382324;7951.422363;8055.791992;13823.787109;3469.434814;2888.601807;3384.260742;851.789673;620.849243;885.273254;451.494354;372.677551;435.761963;9742.297852
10;07;2018;05:30:00.000;7938.931152;7962.187500;8059.866699;13832.654297;3466.485107;2891.783691;3424.954346;862.435913;604.653259;909.706604;451.381927;372.170349;441.219269;9783.222656
10;07;2018;05:40:00.000;7921.702148;7939.922363;8046.594727;13802.151367;3522.598145;2877.595459;3470.189941;855.761658;612.980103;901.050598;459.061035;371.681152;447.081940;9870.382813
10;07;2018;05:50:00.000;7877.375000;7896.674316;8010.163574;13730.507813;3566.696289;2861.191406;3447.151611;856.820923;566.085205;850.754517;467.125092;370.508179;444.829529;9875.039063
10;07;2018;06:00:00.000;7911.981445;7937.432129;8039.035156;13790.696289;3593.041504;2886.601074;3503.982178;860.166138;600.937012;879.688843;468.407837;372.588684;450.937927;9983.625000
10;07;2018;06:10:00.000;7926.914063;7951.704102;8044.057129;13810.487305;3613.164063;2946.251709;3542.256836;872.852783;618.916504;940.854614;470.372864;379.722229;457.092377;10101.671875
10;07;2018;06:20:00.000;7907.129883;7942.629395;8030.295410;13785.885742;3603.500732;2969.885986;3513.156494;852.765930;620.794800;898.105591;469.785522;383.130310;453.104614;10086.543945
10;07;2018;06:30:00.000;7919.523926;7944.405762;8042.007813;13800.832031;3588.197510;3001.676514;3542.942139;869.035828;622.148560;926.384949;467.682739;387.004944;456.886841;10132.816406
10;07;2018;06:40:00.000;7923.407227;7943.915527;8043.320801;13803.561523;3537.347656;3013.516602;3516.801025;839.789551;616.821899;899.812256;460.419373;388.353241;452.862152;10067.666016
10;07;2018;06:50:00.000;7905.842285;7933.264648;8026.686035;13777.649414;3542.552490;2981.152832;3522.967041;838.081116;622.087891;884.659607;462.043671;385.058228;454.119019;10046.672852
10;07;2018;07:00:00.000;7912.610352;7935.064941;8028.423340;13783.588867;3573.163330;3003.552734;3557.513672;849.564331;630.460327;916.950378;465.742798;387.921906;459.151520;10134.229492
10;07;2018;07:10:00.000;7928.291016;7954.204590;8048.554199;13815.352539;3573.160889;3001.588379;3576.174805;896.909973;637.098816;925.593567;466.143402;386.915924;460.484009;10150.923828
10;07;2018;07:20:00.000;7946.144043;7966.041504;8064.775391;13841.874023;3548.902832;2980.743164;3498.113037;887.552185;649.816650;941.433838;461.826050;384.080048;450.716339;10027.758789
10;07;2018;07:30:00.000;7919.002930;7947.903809;8046.931641;13805.389648;3526.983154;2941.625977;3505.836182;863.427124;639.135742;919.805725;460.007202;379.881927;452.010284;9974.445313
10;07;2018;07:40:00.000;7921.011230;7944.958984;8043.394531;13802.804688;3520.301514;2938.034424;3498.670410;851.997559;618.620728;934.062439;458.745941;379.106354;451.770020;9957.005859
10;07;2018;07:50:00.000;7915.617188;7936.008301;8038.597656;13791.748047;3561.960693;2933.022705;3529.850342;882.861023;624.093628;936.602783;465.084290;379.053711;455.874878;10024.833984
10;07;2018;08:00:00.000;7896.483887;7926.224609;8020.985352;13764.849609;3587.423340;2957.314697;3574.199463;878.770325;612.500000;930.987549;469.207855;382.244141;462.080811;10118.937500
10;07;2018;08:10:00.000;7878.097168;7905.422363;8005.601563;13733.318359;3632.733398;2949.109131;3540.858398;888.148193;622.786194;908.115662;476.176056;382.503357;458.256470;10122.700195
10;07;2018;08:20:00.000;7849.629883;7873.625977;7974.844238;13680.805664;3663.845459;3031.126709;3551.895020;872.442993;592.910522;902.345154;481.228455;393.474396;461.116730;10246.868164
10;07;2018;08:30:00.000;7869.109375;7887.586914;7994.107422;13711.200195;3690.565918;3025.071045;3593.510254;889.349854;619.726501;936.752136;483.857513;392.681793;466.157471;10309.146484
10;07;2018;08:40:00.000;7848.640137;7869.427246;7973.860840;13677.196289;3710.057861;3028.663818;3595.568115;877.308533;605.552246;925.250610;487.176300;393.683685;467.193726;10334.290039
10;07;2018;08:50:00.000;7814.800781;7832.821289;7945.786621;13620.300781;3710.113281;3060.282471;3615.989502;867.566833;598.487244;905.558472;489.017822;399.338623;470.779907;10386.385742
10;07;2018;09:00:00.000;7829.529785;7845.742188;7957.645996;13643.121094;3763.579346;3136.877930;3633.652588;895.697876;622.870850;948.573242;495.503784;408.831268;473.538452;10534.109375
10;07;2018;09:10:00.000;7795.399414;7812.962891;7916.298828;13580.585938;3757.175049;3087.821045;3680.321533;858.968079;589.908875;940.469788;495.781738;403.620972;481.460266;10525.318359
10;07;2018;09:20:00.000;7857.243164;7885.860352;7977.923340;13694.025391;3795.714600;3099.199707;3676.705811;947.628723;651.116760;950.092102;499.264801;402.781281;477.617981;10571.620117
10;07;2018;09:30:00.000;7884.835938;7914.095215;8001.199707;13739.703125;3834.318115;3112.787598;3699.898438;948.246033;655.938538;960.628174;502.258057;403.157623;479.325531;10647.003906
10;07;2018;09:40:00.000;7894.781738;7913.808105;8001.798828;13745.653320;3807.884277;3121.274170;3735.887695;912.184143;671.626526;984.006714;497.326935;404.593567;484.312653;10665.045898
10;07;2018;09:50:00.000;7883.741211;7914.344727;8000.537109;13738.888672;3782.250977;3114.405273;3724.904297;946.154602;662.906982;990.677368;495.809326;403.471619;483.268951;10621.560547
10;07;2018;10:00:00.000;7903.398926;7931.995117;8015.605469;13769.165039;3801.733154;3139.593262;3726.481445;941.193298;678.707764;1003.764954;496.782928;406.032715;482.913269;10667.807617
10;07;2018;10:10:00.000;7911.074707;7939.727051;8016.294434;13778.469727;3777.645020;3139.862305;3706.180664;945.606995;695.011780;1006.525208;493.541107;406.119293;480.525635;10623.687500
10;07;2018;10:20:00.000;7902.016113;7928.007813;8003.595215;13759.158203;3732.677490;3112.888428;3633.079346;907.353394;695.702942;990.201416;487.431000;403.421051;471.918121;10478.645508
10;07;2018;10:30:00.000;7889.514648;7916.602051;7999.603516;13743.048828;3726.494141;3109.976807;3635.838867;922.107544;671.021057;950.584900;487.877533;402.957031;471.255341;10472.309570
10;07;2018;10:40:00.000;7917.047852;7946.994141;8031.790527;13795.061523;3726.994141;3069.482178;3616.631836;937.491516;671.100342;972.052002;486.727051;396.473633;467.707184;10413.107422
10;07;2018;10:50:00.000;7950.748535;7978.743164;8055.261230;13846.427734;3705.656250;3086.387939;3630.901123;954.151062;709.304016;1020.344849;482.595795;397.996857;469.615570;10422.945313
10;07;2018;11:00:00.000;7962.902832;7996.072266;8077.148926;13876.042969;3700.725342;2983.128662;3551.096924;968.280212;682.933228;994.731934;481.710205;383.841736;457.990601;10234.951172
10;07;2018;11:10:00.000;7953.471191;7988.219727;8069.840332;13861.874023;3692.665039;2985.906494;3502.988281;961.397888;696.644226;931.975159;481.104919;384.946564;450.628143;10181.560547
10;07;2018;11:20:00.000;7969.205566;8005.479980;8086.723145;13890.632813;3706.633301;2964.646729;3521.354736;961.208557;699.493774;971.482422;481.863098;381.588196;453.143433;10192.634766
10;07;2018;11:30:00.000;7976.639160;8027.374512;8102.853516;13916.876953;3679.885010;2944.794189;3558.200928;998.697266;694.451477;985.112488;479.348877;378.031006;457.093445;10182.879883
10;07;2018;11:40:00.000;7996.451660;8030.402832;8104.875000;13931.256836;3646.230957;2989.301514;3543.607910;958.720764;714.903198;1006.756714;472.868805;383.851471;455.960754;10179.140625
10;07;2018;11:50:00.000;8011.707031;8046.755371;8117.597656;13956.842773;3637.239014;2971.745850;3559.980713;985.217224;721.418823;1024.641724;471.715576;381.157410;457.813232;10168.965820
10;07;2018;12:00:00.000;8070.576660;8103.152832;8179.220703;14058.967773;3583.719482;2952.491699;3495.980469;1009.788208;735.738647;1013.172424;462.782104;376.628296;446.535767;10032.191406
10;07;2018;12:10:00.000;8059.947266;8101.625977;8169.627930;14046.402344;3537.383057;2893.456299;3469.288574;986.289185;709.918274;1018.662170;457.098511;368.909546;444.091248;9900.127930
10;07;2018;12:20:00.000;8021.434082;8057.977051;8131.956055;13977.231445;3446.337646;2822.657959;3360.782715;947.360107;675.921265;954.472229;447.053802;361.347900;431.222504;9629.778320
10;07;2018;12:30:00.000;8053.965332;8092.360840;8173.339844;14039.713867;3492.296143;2800.860840;3330.388428;970.680054;665.802124;943.594116;451.526428;356.942413;425.172668;9623.544922
10;07;2018;12:40:00.000;8043.698730;8084.557617;8156.820801;14019.704102;3452.854736;2777.981689;3294.303955;931.542969;641.714600;936.793640;446.180847;353.883759;421.594116;9525.140625
10;07;2018;12:50:00.000;8065.045410;8103.218750;8175.942383;14053.825195;3404.022217;2764.805420;3286.920654;936.005615;640.538147;930.582520;439.388245;351.502716;419.550201;9455.748047
10;07;2018;13:00:00.000;8095.170898;8131.981934;8209.269531;14107.003906;3325.824951;2719.417725;3250.770996;906.235840;632.518188;910.117676;427.643311;344.723633;413.109222;9296.013672
10;07;2018;13:10:00.000;8111.555176;8152.853027;8228.509766;14139.554688;3351.280273;2700.912109;3265.522217;915.085632;627.883850;901.696533;430.197052;341.526855;413.731628;9317.714844
10;07;2018;13:20:00.000;7963.987793;8015.118164;8089.004395;13894.155273;3358.157959;2697.008545;3218.301270;841.851868;524.290039;761.759460;436.799683;344.408417;411.144989;9273.467773
10;07;2018;13:30:00.000;7782.927246;7824.123047;7912.457031;13577.149414;3410.852539;2719.795654;3296.203613;769.284607;485.967499;750.546143;451.689026;354.934143;429.824402;9426.852539
10;07;2018;13:40:00.000;7768.122070;7824.789551;7902.049316;13562.850586;3555.915771;2888.849609;3559.603516;818.691040;531.373352;822.926147;472.367615;377.292969;465.113464;10004.368164
10;07;2018;13:50:00.000;7757.152832;7813.670410;7892.978027;13544.693359;3579.161865;2865.986328;3606.144043;788.669373;463.787872;786.683411;475.301056;373.741302;470.600586;10051.291992
10;07;2018;14:00:00.000;7739.632324;7792.668945;7875.856445;13512.449219;3510.062988;2810.484619;3611.150146;751.482849;434.615631;752.793030;466.795197;367.343445;471.540833;9931.697266
10;07;2018;14:10:00.000;7740.759766;7798.926758;7883.235352;13520.965820;3475.531982;2832.323730;3567.519287;732.476746;436.942627;721.453003;461.936584;369.922150;464.994415;9875.375000
10;07;2018;14:20:00.000;7730.034668;7788.657227;7873.287598;13503.033203;3446.290283;2809.106934;3566.275635;717.923889;437.688873;713.687561;458.653076;367.533600;465.363312;9821.672852
10;07;2018;14:30:00.000;7760.632324;7814.715820;7901.844727;13552.203125;3461.737793;2784.619629;3559.681885;727.326904;434.473297;709.759705;459.071106;363.225342;462.816376;9806.039063
10;07;2018;14:40:00.000;7769.669922;7817.207031;7908.411621;13562.666016;3434.631104;2757.541504;3566.938721;723.423096;435.527374;698.534363;455.037506;359.663086;463.041718;9759.111328
10;07;2018;14:50:00.000;7797.452148;7847.601563;7941.167969;13615.191406;3392.178467;2745.754639;3493.941895;715.701965;441.525574;678.416260;447.969696;356.971680;451.761780;9631.875000
10;07;2018;15:00:00.000;7807.819824;7858.554199;7948.664551;13631.825195;3376.618408;2768.292480;3498.261475;702.050842;440.271149;689.794800;445.063568;359.294861;452.265991;9643.172852
10;07;2018;15:10:00.000;7812.998047;7864.324219;7955.397461;13642.119141;3354.658691;2766.806641;3458.040527;722.974365;435.590424;661.616455;442.487793;358.685608;446.183868;9579.505859
10;07;2018;15:20:00.000;7830.829590;7883.047852;7979.636719;13677.189453;3355.350830;2734.795166;3444.680176;721.907898;438.514160;649.995056;441.580444;353.983429;443.018066;9534.827148
10;07;2018;15:30:00.000;7853.728027;7898.799316;8003.017090;13712.986328;3358.218018;2742.475586;3428.814941;717.730103;436.999084;667.020386;440.536926;354.246185;440.208740;9529.508789
10;07;2018;15:40:00.000;7844.024414;7890.698730;7986.393066;13693.166016;3306.028564;2717.929443;3398.697754;706.349121;425.485687;668.106018;434.221924;351.315460;437.348053;9422.655273
10;07;2018;15:50:00.000;7872.980469;7922.833008;8018.775391;13747.186523;3281.673584;2718.034668;3389.572266;722.395691;439.970612;681.141296;430.003021;350.137421;434.724976;9389.280273
10;07;2018;16:00:00.000;7918.111816;7970.229492;8065.592285;13827.700195;3276.173340;2711.612549;3364.241943;736.166809;447.551941;687.158203;427.157684;347.351196;429.286285;9352.027344
10;07;2018;16:10:00.000;7958.731445;8010.828613;8106.260254;13898.101563;3271.803467;2688.643555;3358.684082;755.729675;450.589386;698.914795;424.930389;342.857178;426.723053;9319.131836
10;07;2018;16:20:00.000;7917.063477;7967.000977;8067.414551;13826.297852;3259.968018;2634.518066;3330.301025;724.555298;437.678162;694.633484;424.780457;337.795868;425.133636;9224.787109
10;07;2018;16:30:00.000;7942.625000;7991.556641;8090.327148;13868.461914;3245.133545;2605.537109;3306.849609;733.491089;438.762482;701.226074;421.867889;333.273102;421.312164;9157.520508
10;07;2018;16:40:00.000;7957.302734;8001.892090;8095.005371;13885.735352;3187.396729;2601.150635;3276.553467;722.755127;453.893677;709.686279;413.603790;332.417267;417.387085;9065.100586
10;07;2018;16:50:00.000;7947.357910;7988.495605;8085.080078;13866.591797;3118.628906;2565.852539;3225.560303;715.716614;432.754059;699.837463;405.443207;328.146423;411.388916;8910.041992
10;07;2018;17:00:00.000;7971.030273;8015.566406;8121.139160;13916.771484;3058.124512;2524.682617;3217.748291;716.955872;418.037964;704.567688;396.793304;321.632416;408.614197;8800.555664
10;07;2018;17:10:00.000;7902.897949;7937.924805;8047.829590;13790.393555;2981.693848;2462.131592;3159.017822;678.952576;403.340881;672.913330;389.537048;316.464203;404.140198;8602.843750
10;07;2018;17:20:00.000;7915.495605;7952.170898;8061.026367;13813.606445;2970.990723;2459.312500;3118.703125;700.205811;423.695618;690.225098;388.061310;315.847504;398.885071;8549.005859
10;07;2018;17:30:00.000;7950.921875;7979.176758;8100.309082;13872.423828;2850.433594;2371.024658;3045.760986;691.700623;411.494049;682.677734;371.310913;303.550690;387.863922;8267.219727
10;07;2018;17:40:00.000;7980.855957;8006.454102;8131.936035;13923.796875;2862.029297;2366.911377;3026.409180;701.241760;439.574310;701.043457;371.421722;302.489655;384.356079;8255.348633
10;07;2018;17:50:00.000;7977.458984;8008.725586;8128.531738;13921.253906;2834.158691;2345.407715;2990.876709;698.279053;436.457031;700.864014;367.969177;299.615814;380.123657;8170.442871
10;07;2018;18:00:00.000;8011.780273;8047.084961;8162.300293;13982.766602;2781.513672;2274.410645;2901.590332;689.105713;449.316315;723.469604;359.635315;289.744507;368.499512;7957.514160
10;07;2018;18:10:00.000;8056.182617;8092.098633;8197.382813;14054.764648;2703.750000;2256.722900;2852.291748;715.936829;461.926697;736.129883;349.062500;286.214417;361.407257;7812.764160
10;07;2018;18:20:00.000;8064.240723;8104.623047;8208.034180;14072.885742;2651.325684;2205.661377;2801.130615;726.516052;432.863556;737.443176;342.628784;278.771851;354.744751;7658.117676
10;07;2018;18:30:00.000;8024.125000;8054.606445;8168.194824;13997.927734;2612.930176;2183.404053;2724.417236;699.898315;440.863129;710.872253;338.721283;277.909393;346.431610;7520.750977
10;07;2018;18:40:00.000;8041.747070;8077.820801;8186.872070;14032.333984;2567.238525;2110.955078;2694.518555;696.171143;436.061737;718.169983;332.283112;268.102325;342.216095;7372.711914
10;07;2018;18:50:00.000;8067.473633;8109.539063;8208.920898;14078.306641;2542.704590;2081.581543;2626.745850;717.204590;449.499969;711.461975;328.876282;263.747345;333.063934;7251.032227
10;07;2018;19:00:00.000;7787.415527;7837.334473;7933.012207;13600.236328;2419.226563;1964.461426;2501.225830;589.611694;365.961212;595.990845;320.954681;256.034241;325.425934;6884.913574
10;07;2018;19:10:00.000;7779.781738;7826.919434;7912.411133;13578.008789;2352.780029;1947.770508;2444.611084;581.196655;354.940399;598.254944;312.638397;253.922424;319.259705;6745.162109
10;07;2018;19:20:00.000;7874.841797;7928.822754;8023.223633;13755.768555;2330.083740;1943.644043;2396.886475;619.151367;404.684082;622.721069;307.223267;251.244308;309.772644;6670.614258
10;07;2018;19:30:00.000;7862.955566;7915.606445;8013.420410;13735.633789;2303.866699;1882.879883;2333.740723;610.404053;387.376892;620.257690;304.071716;243.646454;302.367676;6520.487793
10;07;2018;19:40:00.000;7880.366699;7928.654297;8031.847656;13763.892578;2280.008301;1849.924316;2299.044678;607.882690;386.172119;605.510071;300.352081;239.080338;296.954651;6428.977539
10;07;2018;19:50:00.000;7882.395508;7938.479980;8031.738281;13770.706055;2224.214111;1805.253906;2276.558594;616.089783;376.936035;627.328003;293.653320;233.018616;294.876038;6306.026367
10;07;2018;20:00:00.000;7923.072754;7985.095703;8069.352051;13842.861328;2201.031738;1800.573242;2255.849365;629.401062;393.547760;641.220703;289.754517;231.480225;291.457123;6257.454590
10;07;2018;20:10:00.000;7923.564941;7981.613281;8063.762207;13837.949219;2187.765625;1803.360596;2213.380615;618.807861;392.668274;625.204407;287.713043;231.856720;286.009613;6204.506836
10;07;2018;20:20:00.000;7949.155762;8011.872559;8087.063477;13883.675781;2157.492676;1788.520508;2206.754150;627.409546;400.534485;638.391235;283.404205;229.357483;284.817139;6152.767090
10;07;2018;20:30:00.000;7976.303711;8035.765137;8119.443359;13931.837891;2148.663818;1769.451538;2196.371826;638.304626;412.335388;644.965881;281.746552;226.681549;282.683319;6114.487305
10;07;2018;20:40:00.000;7970.361816;8030.771484;8108.363770;13919.166016;2106.238770;1769.612915;2182.732422;636.524719;418.088409;642.878601;276.780365;226.957245;281.314362;6058.584473
10;07;2018;20:50:00.000;7975.051758;8031.642090;8112.684082;13924.871094;2085.025635;1748.401855;2166.481201;625.804321;411.091644;634.303528;273.686493;224.172272;278.943451;5999.909180
10;07;2018;21:00:00.000;7984.824707;8048.050293;8126.980469;13948.244141;2086.002930;1739.600220;2178.453857;632.141052;409.188324;656.325867;273.649353;222.554535;280.590424;6004.056641
10;07;2018;21:10:00.000;7984.031738;8040.417480;8125.024902;13942.277344;2057.425049;1715.584473;2134.239258;632.751892;414.539795;628.417664;270.268005;220.006470;274.479309;5907.249023
10;07;2018;21:20:00.000;7978.517090;8034.683105;8115.439941;13930.255859;2047.278687;1714.983398;2125.322998;617.325317;397.313812;628.032776;268.647949;219.585175;273.695679;5887.584961
10;07;2018;21:30:00.000;7974.955566;8036.257324;8116.742676;13929.861328;2046.749146;1683.366821;2106.551758;619.690125;391.006348;618.067932;268.769073;215.521057;271.080017;5836.667480
10;07;2018;21:40:00.000;7973.832520;8030.016113;8109.910645;13921.677734;2011.942627;1688.598145;2098.142822;614.458618;402.454224;634.988464;264.436096;216.640717;270.899475;5798.684082
10;07;2018;21:50:00.000;7996.502441;8052.917480;8139.335938;13964.981445;2016.871948;1676.758057;2075.332031;633.328918;411.019775;625.822144;264.974976;214.829575;266.936005;5768.962402
10;07;2018;22:00:00.000;8028.784180;8086.937500;8165.942383;14018.626953;1995.672241;1673.269775;2073.296631;635.942993;424.750305;634.664917;261.530457;213.920044;266.170105;5742.238770
10;07;2018;22:10:00.000;8040.108887;8098.087891;8179.503906;14039.422852;1998.523804;1671.286133;2072.777832;632.585815;413.662903;647.471130;261.372314;213.052872;266.120300;5742.587402
10;07;2018;22:20:00.000;8031.544922;8091.036621;8173.463867;14026.936523;1986.652100;1664.210449;2037.325439;639.387695;407.287720;631.796814;260.490509;212.202576;261.627350;5688.187988
10;07;2018;22:30:00.000;8030.246094;8088.519043;8169.433105;14022.415039;1971.276123;1650.534058;2036.145996;638.966248;407.453735;631.551453;258.677002;210.616989;261.584412;5657.956055
10;07;2018;22:40:00.000;8040.815430;8097.847656;8178.666016;14039.231445;1936.259399;1640.918579;2029.146729;621.583130;402.763611;634.733887;253.559448;209.081970;260.614258;5606.324707
10;07;2018;22:50:00.000;8054.881836;8111.510254;8183.984863;14058.305664;1954.087646;1617.577515;2018.560181;638.792969;403.078461;653.985107;255.868439;205.968170;259.902893;5590.225586
10;07;2018;23:00:00.000;8069.598633;8122.648438;8201.119141;14083.130859;1960.489624;1642.129272;2021.842163;638.496033;420.094818;649.753662;256.154999;209.119019;259.589508;5624.460938
10;07;2018;23:10:00.000;8059.668945;8116.093750;8192.071289;14068.393555;1944.675781;1640.486328;2034.399902;642.952637;405.802246;648.880798;254.778870;208.663818;261.302795;5619.562012
10;07;2018;23:20:00.000;8071.000000;8128.755371;8199.702148;14086.642578;1948.263428;1621.688232;2025.866211;646.358704;399.949524;657.348083;254.970474;205.924057;260.392151;5595.817871
10;07;2018;23:30:00.000;8080.736816;8137.003906;8213.087891;14104.762695;1944.153931;1624.525024;1996.925781;642.484619;405.705475;631.328003;254.062134;206.212845;255.691391;5565.604980
10;07;2018;23:40:00.000;8060.741211;8113.957031;8195.426758;14069.706055;1953.165894;1609.855347;1970.216064;637.462158;399.778564;621.220093;255.536163;204.869385;252.764343;5533.237305
10;07;2018;23:50:00.000;8070.372070;8126.411621;8207.473633;14089.407227;1960.212524;1620.039185;1992.842651;645.627808;399.955444;628.051331;256.382629;205.781540;255.306580;5573.094238
11;07;2018;00:00:00.000;8052.718262;8111.169434;8185.669922;14057.821289;1939.522827;1604.946045;1973.763794;612.673157;381.345703;605.345154;253.273743;203.850693;252.937119;5518.232910
11;07;2018;00:10:00.000;8058.025879;8114.381836;8190.406738;14065.465820;1952.499756;1632.837524;1995.681152;629.263855;407.834839;627.454895;255.299713;207.878922;256.172241;5581.018555
11;07;2018;00:20:00.000;8035.641113;8095.191406;8168.517090;14028.819336;1983.763306;1658.177246;2022.924683;606.272339;402.362030;603.229797;258.867004;211.265182;259.185425;5664.865234
11;07;2018;00:30:00.000;8024.733887;8078.907715;8159.265137;14007.744141;1982.520630;1660.074097;2046.670532;597.243835;373.455444;603.609619;258.797974;211.149292;262.315643;5689.265625
11;07;2018;00:40:00.000;8014.329102;8069.235352;8146.177734;13988.581055;2038.274536;1707.626953;2066.064453;599.601135;384.599182;581.412781;265.937561;217.470413;264.344452;5811.965820
11;07;2018;00:50:00.000;8030.858398;8079.720215;8164.729004;14014.848633;2057.799805;1734.653198;2091.035400;600.665955;388.168365;582.887329;267.897003;220.615845;266.842743;5883.488281
11;07;2018;01:00:00.000;8009.945801;8056.894531;8147.139648;13979.392578;2106.525391;1772.888306;2152.063232;581.348206;363.063568;557.813110;273.859558;225.300842;273.938324;6031.477051
11;07;2018;01:10:00.000;7975.182617;8023.318359;8113.485352;13920.416016;2191.038330;1814.624634;2225.012451;575.331604;359.859222;533.229187;285.267090;231.391937;283.254761;6230.675781
11;07;2018;01:20:00.000;7959.699219;8001.629395;8099.803711;13890.979492;2121.545898;1806.789307;2200.961182;547.582092;326.677307;493.438843;276.646057;230.437180;279.922577;6129.296387
11;07;2018;01:30:00.000;8035.804688;8076.470703;8173.680176;14020.629883;2038.493408;1745.152588;2131.407471;497.393646;301.243713;445.971863;262.721771;220.468430;268.167480;5915.053223
11;07;2018;01:40:00.000;8066.534180;8098.693848;8192.694336;14062.143555;2065.266357;1731.587891;2160.734131;522.255310;331.694733;472.084076;265.669464;218.910446;271.697266;5957.588379
11;07;2018;01:50:00.000;8088.337891;8122.348633;8212.500977;14099.814453;2078.205078;1748.135254;2153.551025;550.970825;333.065491;511.036957;267.355591;220.286224;271.274353;5979.891113
11;07;2018;02:00:00.000;8064.447266;8100.840820;8186.581055;14058.650391;2086.642578;1760.927612;2190.362549;562.232544;350.715637;526.112061;269.470795;222.810928;276.881470;6037.932617
11;07;2018;02:10:00.000;8041.699707;8080.956055;8167.363281;14022.921875;2145.704590;1792.896973;2258.839600;559.725891;364.948883;539.832153;277.250641;227.561432;285.969727;6197.441406
11;07;2018;02:20:00.000;8010.103516;8050.467773;8134.353027;13968.034180;2220.548828;1891.035645;2332.276611;560.567688;369.208710;563.004395;287.331757;240.460709;296.499298;6443.861328
11;07;2018;02:30:00.000;7968.361816;8006.169922;8094.562988;13895.405273;2257.507813;1915.195313;2350.192139;557.865845;401.995331;534.098328;293.197693;245.525406;299.280396;6522.895020
11;07;2018;02:40:00.000;8006.349609;8035.640625;8133.723633;13956.980469;2330.462158;1995.244873;2380.660156;584.483215;426.980316;565.259827;301.427002;255.008469;302.347168;6706.367676
11;07;2018;02:50:00.000;7968.405273;8005.013672;8088.664063;13891.421875;2301.265381;2069.911133;2401.082520;585.142212;430.444183;579.842285;299.355865;265.163513;306.850128;6772.259277
11;07;2018;03:00:00.000;7970.820801;8007.433594;8096.084473;13898.441406;2401.649658;2067.749268;2483.520020;619.848083;437.458771;624.023621;312.478027;264.974365;317.704926;6952.918945
11;07;2018;03:10:00.000;7932.380859;7968.155273;8052.685547;13828.514648;2547.359375;2169.564697;2629.326416;625.051819;457.065887;645.868530;331.921753;279.252167;337.557587;7346.250488
11;07;2018;03:20:00.000;7919.507324;7940.150391;8035.235840;13794.828125;2632.822021;2250.675049;2711.121338;622.729614;463.533569;677.699768;342.885834;290.400696;349.050995;7594.618164
11;07;2018;03:30:00.000;7908.626953;7927.994141;8022.022949;13773.886719;2712.723389;2327.719238;2702.852295;623.790771;463.132507;657.819641;353.248718;300.361267;348.057587;7743.294922
11;07;2018;03:40:00.000;7834.531250;7845.231445;7948.057617;13640.585938;2772.486084;2355.396240;2786.393555;613.822327;474.775055;641.111938;363.753296;307.241425;361.033875;7914.275391
11;07;2018;03:50:00.000;8125.809082;8133.288574;8222.121094;14133.234375;2908.163818;2478.555664;2920.505615;775.717896;598.428345;841.903687;371.839050;314.561279;371.049011;8307.224609
11;07;2018;04:00:00.000;8115.750977;8130.058594;8223.441406;14126.302734;2988.604004;2558.603516;2984.159912;786.499084;595.243469;834.832947;382.230652;324.168030;378.309509;8531.368164
11;07;2018;04:10:00.000;8074.608398;8093.838867;8188.231934;14061.222656;3100.475586;2561.271240;3002.379150;790.629822;582.613647;838.740845;397.766174;325.654114;382.217560;8664.126953
11;07;2018;04:20:00.000;8070.892578;8088.328613;8179.584961;14050.936523;3111.742920;2604.886230;3087.640869;801.589172;613.195862;833.726746;399.595642;331.891602;392.485718;8804.269531
11;07;2018;04:30:00.000;8029.660156;8047.170410;8148.285645;13985.272461;3186.783447;2618.909424;3056.765381;820.662537;617.488770;807.060181;411.266815;335.421783;389.540405;8862.458008
11;07;2018;04:40:00.000;8084.937500;8094.851074;8199.917969;14074.538086;3240.708252;2694.185791;3140.292725;835.293274;684.202454;872.445435;415.389954;344.396057;398.904663;9075.186523
11;07;2018;04:50:00.000;8049.977051;8067.645020;8167.865723;14020.095703;3306.230957;2681.235352;3133.216797;841.432190;627.226257;836.628723;425.276093;342.362396;398.511261;9120.682617
11;07;2018;05:00:00.000;7972.768066;7980.867676;8101.516113;13887.085938;3326.141113;2711.006104;3090.146240;786.902588;601.973511;785.518372;430.180267;349.056854;395.056915;9127.292969
11;07;2018;05:10:00.000;8001.210938;8018.029785;8131.900879;13942.463867;3339.631104;2702.890869;3152.418701;832.199280;588.324890;832.752686;431.655914;346.095764;402.503937;9194.940430
11;07;2018;05:20:00.000;7986.886719;8007.092773;8113.638672;13917.345703;3388.333740;2740.628906;3222.269043;832.906616;625.014893;846.257202;438.356110;352.189392;412.102173;9351.231445
11;07;2018;05:30:00.000;8009.506348;8023.265137;8131.188965;13949.872070;3424.275391;2811.961670;3277.735596;825.551819;626.804077;885.045349;441.249146;360.198029;419.000031;9513.972656
11;07;2018;05:40:00.000;7971.631836;7992.443359;8097.466797;13890.696289;3518.075439;2800.293213;3337.722168;819.812012;622.166565;869.985352;454.552795;360.046417;427.388763;9656.090820
11;07;2018;05:50:00.000;7933.295410;7948.025391;8054.933105;13818.376953;3533.331299;2877.020752;3438.049316;809.563599;641.980896;888.146179;458.334808;371.982819;442.209717;9848.401367
11;07;2018;06:00:00.000;7927.022949;7949.227539;8050.600098;13812.932617;3553.294922;2902.779053;3504.199219;821.298340;611.718689;893.667786;461.480957;374.305237;450.595123;9960.273438
