Date;Time;Vlna;Vlnb;Vlnc;Vllavg;kWa;kWb;kWc;kVAR;;kVARb;kVARc;Ia;Ib;Ic;kWtot
01;05;2018;00:00:00.000;8005.862793;8048.787109;8099.183105;13944.989258;2249.548340;2111.306152;1923.209229;744.469604;676.238953;521.246399;296.524017;275.839569;246.507401;6284.063477
01;05;2018;00:10:00.000;8011.420898;8053.443848;8097.773926;13950.072266;2231.883057;2104.090576;1916.736084;724.983032;681.411926;508.082764;293.481598;275.030548;245.371689;6252.709473
01;05;2018;00:20:00.000;8000.790039;8041.084961;8090.043945;13932.329102;2263.033936;2112.690674;1917.854980;738.538391;678.094482;504.164520;298.099579;276.340637;245.625122;6293.579102
01;05;2018;00:30:00.000;8004.908691;8043.829102;8090.891113;13936.784180;2226.820801;2128.971924;1915.812500;715.763367;670.138611;508.878143;292.781891;277.878357;245.494659;6271.605469
01;05;2018;00:40:00.000;8005.434570;8048.458984;8093.539551;13941.281250;2253.132080;2101.748291;1922.250610;731.262329;666.009766;519.034424;296.487427;274.360809;246.512238;6277.130859
01;05;2018;00:50:00.000;8010.629883;8056.768066;8098.038086;13951.670898;2251.759277;2115.508301;1927.356689;719.939697;647.147827;515.195129;295.710266;275.027496;246.860168;6294.624512
01;05;2018;01:00:00.000;8001.513184;8041.267578;8088.228027;13931.778320;2238.617676;2121.729736;1908.997192;727.267944;664.759827;505.634460;294.804749;276.937622;244.696716;6269.344727
01;05;2018;01:10:00.000;8033.939941;8075.328125;8118.693848;13987.659180;2126.523682;2007.795166;1799.277344;695.928894;637.779114;463.433319;279.251953;261.426819;229.536514;5933.596191
01;05;2018;01:20:00.000;8060.119629;8094.954102;8137.675781;14024.961914;2035.069458;1959.807373;1736.470581;669.995605;639.662048;440.696655;266.640564;255.282867;220.886902;5731.347656
01;05;2018;01:30:00.000;8058.186523;8100.844238;8136.511230;14026.533203;2084.974609;1938.280762;1763.580688;682.644043;641.673035;448.981934;273.081970;252.712646;224.486053;5786.835938
01;05;2018;01:40:00.000;8059.625488;8098.471680;8129.383789;14021.840820;2065.291016;1960.297852;1779.351929;656.102844;643.534851;451.174194;269.789764;255.509369;226.669724;5804.940430
01;05;2018;01:50:00.000;8050.923828;8095.912598;8128.448242;14014.799805;2093.496338;1982.760376;1816.626587;683.118652;633.608154;449.185944;274.427277;257.852936;231.105209;5892.883301
01;05;2018;02:00:00.000;8045.107910;8087.337891;8119.925293;14001.543945;2093.214844;1970.330566;1804.683594;674.857910;642.911072;438.398621;274.349426;257.085663;229.659683;5868.229004
01;05;2018;02:10:00.000;8042.744629;8080.787598;8117.777344;13995.124023;2146.739014;2058.160645;1839.209351;686.803528;646.970642;455.237366;281.257111;267.827240;234.412003;6044.108887
01;05;2018;02:20:00.000;8029.118164;8065.220215;8104.711914;13970.715820;2207.197266;2070.904785;1886.406006;685.510010;641.271790;452.076569;288.861023;269.679596;240.371613;6164.507813
01;05;2018;02:30:00.000;8019.569824;8055.278809;8090.576172;13951.291016;2214.800293;2097.449463;1936.497559;679.068604;639.444702;467.575775;289.909271;273.120300;247.249435;6248.747559
01;05;2018;02:40:00.000;8020.298828;8050.169434;8091.324707;13949.167969;2272.375244;2161.604004;1965.675781;681.478027;642.756836;475.682892;296.840424;281.071014;250.979294;6399.655273
01;05;2018;02:50:00.000;8010.162109;8039.154785;8088.707031;13935.443359;2312.885010;2215.883545;1983.331421;712.577454;665.729309;471.621368;303.191284;288.754333;253.109665;6512.100098
01;05;2018;03:00:00.000;7998.052734;8032.301758;8072.244141;13914.976563;2339.141113;2226.535889;2039.913696;729.981018;658.715698;483.952148;307.480560;290.080902;260.821075;6605.590820
01;05;2018;03:10:00.000;7992.316406;8021.979980;8068.398438;13903.452148;2388.043945;2254.296143;2062.235596;728.158875;649.410461;492.074036;313.503326;293.466339;263.943176;6704.575684
01;05;2018;03:20:00.000;7987.980469;8010.323730;8065.687988;13892.625977;2467.232422;2392.908936;2097.101318;737.983826;697.789490;500.553741;323.620605;312.203003;268.500824;6957.242676
01;05;2018;03:30:00.000;7979.965820;8007.449707;8058.693359;13882.290039;2540.414551;2441.277832;2179.828125;769.436279;693.230652;531.559937;333.833130;317.961823;279.588989;7161.520508
01;05;2018;03:40:00.000;7970.691406;8000.745117;8055.770020;13871.351563;2567.922852;2414.140381;2168.268066;767.118835;681.855896;537.390747;337.456573;314.642059;278.523315;7150.331543
01;05;2018;03:50:00.000;7971.072754;7997.521973;8059.431152;13871.801758;2644.683838;2469.365234;2218.952881;799.289246;705.899048;536.212097;347.883392;322.283813;284.473663;7333.001953
01;05;2018;04:00:00.000;7953.781250;7977.538086;8035.673828;13836.557617;2694.207520;2548.992920;2297.946289;769.488953;712.838379;548.531311;353.590454;332.932800;295.218933;7541.146484
01;05;2018;04:10:00.000;7927.257813;7950.018066;8016.787109;13794.426758;2815.568359;2590.844238;2316.373291;801.049500;724.325623;547.862305;370.609619;339.545044;298.159760;7722.786133
01;05;2018;04:20:00.000;7914.087402;7945.200684;8006.063965;13777.832031;2865.574951;2612.466309;2393.660889;825.415771;722.471741;560.618958;378.122253;342.298096;308.298309;7871.701660
01;05;2018;04:30:00.000;7909.670410;7925.065430;7992.677246;13755.940430;2892.851074;2733.839844;2468.747314;802.060425;745.115662;585.281677;380.858429;358.640808;318.623810;8095.437988
01;05;2018;04:40:00.000;7894.479492;7908.985352;7985.573242;13733.750977;3040.551025;2795.602783;2509.045166;813.753723;763.614441;575.975830;400.022858;367.531799;323.572845;8345.198242
01;05;2018;04:50:00.000;7890.972168;7903.990234;7980.159668;13725.707031;3073.377686;2802.517090;2566.168213;830.623596;768.398621;609.493530;404.778778;368.764374;331.693176;8442.063477
01;05;2018;05:00:00.000;7883.115234;7895.871094;7973.259277;13712.483398;3149.461182;2859.682861;2606.029785;857.101135;769.753174;612.045166;415.407959;376.162506;336.938934;8615.173828
01;05;2018;05:10:00.000;7876.498535;7897.510254;7967.237305;13706.113281;3200.246826;2869.360352;2625.812744;891.524597;773.511780;634.653809;423.080475;377.368713;340.285858;8695.419922
01;05;2018;05:20:00.000;7863.231934;7881.503906;7958.955566;13684.407227;3255.858643;2922.598633;2703.447998;892.502258;791.626648;644.410095;430.647797;385.302917;350.432251;8881.905273
01;05;2018;05:30:00.000;7870.822754;7889.264648;7960.353027;13694.116211;3282.079102;2962.088623;2770.332275;908.010254;809.579224;672.862061;433.942322;390.305328;359.300995;9014.500000
01;05;2018;05:40:00.000;7849.878906;7872.097168;7941.504883;13661.209961;3303.813232;2976.709961;2779.646484;902.889709;799.842957;671.512085;437.602386;392.634247;361.267273;9060.169922
01;05;2018;05:50:00.000;7857.612305;7877.161621;7949.406738;13673.134766;3382.613770;3045.739746;2845.997559;909.998230;824.802307;684.910095;447.085022;401.684845;369.445953;9274.350586
01;05;2018;06:00:00.000;7855.556152;7875.823730;7945.166504;13668.715820;3402.305176;3003.519531;2830.124023;917.331970;814.671936;692.549316;449.851440;396.264435;367.924469;9235.948242
01;05;2018;06:10:00.000;7852.762207;7871.487793;7934.286133;13658.319336;3411.744385;3050.973389;2871.957031;892.769836;805.315430;699.397705;450.383392;401.984009;373.734772;9334.675781
01;05;2018;06:20:00.000;7849.093262;7865.039063;7935.520508;13653.195313;3472.783691;3126.019775;2891.437988;928.252625;846.164185;700.275818;459.237457;412.826324;376.089447;9490.241211
01;05;2018;06:30:00.000;7846.292480;7865.103027;7936.049316;13651.923828;3459.110840;3102.608643;2929.607422;925.048279;820.359314;709.220032;457.582764;409.133942;380.999298;9491.327148
01;05;2018;06:40:00.000;7855.100586;7877.203125;7944.009766;13668.582031;3495.074951;3121.464600;2927.076172;920.553650;816.856873;703.451843;461.381866;410.703522;380.153961;9543.615234
01;05;2018;06:50:00.000;7844.377441;7868.642578;7937.900879;13653.904297;3582.253174;3120.817627;2960.448975;955.022583;817.933350;717.646790;473.846375;411.093231;384.926849;9663.520508
01;05;2018;07:00:00.000;7829.813477;7855.098633;7931.756836;13634.127930;3597.127686;3171.155029;2968.308838;970.749390;828.955994;706.835327;477.100891;418.358124;385.881989;9736.591797
01;05;2018;07:10:00.000;7842.853516;7867.802734;7938.387207;13652.825195;3572.992920;3172.048096;2994.010254;977.631042;824.206970;733.171204;473.534119;417.653595;389.496521;9739.050781
01;05;2018;07:20:00.000;7841.899902;7862.352539;7939.488770;13649.766602;3599.666504;3226.845215;2999.051514;979.792908;833.363953;712.796509;476.956512;424.945343;389.437469;9825.563477
01;05;2018;07:30:00.000;7842.547852;7866.397949;7941.434570;13653.583008;3625.071777;3203.645996;2993.410400;986.322327;845.769714;724.852783;480.262512;422.268524;389.009338;9822.127930
01;05;2018;07:40:00.000;7843.329590;7867.243652;7945.341797;13656.762695;3619.985840;3164.482422;2988.244629;981.083435;841.959717;717.266052;479.437378;417.325958;387.973846;9772.712891
01;05;2018;07:50:00.000;7845.668457;7867.577148;7946.677734;13659.094727;3587.855469;3153.593994;2983.104980;976.424500;856.078674;717.711182;475.179718;416.442963;387.308960;9724.554688
01;05;2018;08:00:00.000;7853.437988;7877.597656;7955.657227;13674.543945;3607.066650;3154.129883;2972.101807;994.750000;864.249084;702.068298;477.721954;416.268921;385.116028;9733.298828
01;05;2018;08:10:00.000;7843.993652;7864.520020;7943.935547;13654.798828;3539.410156;3121.343994;2981.248291;966.476440;846.539124;735.385925;468.970001;412.353546;387.738220;9642.001953
01;05;2018;08:20:00.000;7849.940430;7866.167480;7949.455566;13662.376953;3530.996582;3146.965576;2956.299316;960.435364;843.759644;721.656555;467.387390;415.323151;384.029449;9634.261719
01;05;2018;08:30:00.000;7846.059082;7863.291992;7944.886230;13655.849609;3514.231445;3091.957031;2944.466797;962.073975;843.946106;722.638977;465.605072;408.707916;382.795166;9550.656250
01;05;2018;08:40:00.000;7846.476074;7865.059082;7947.532227;13658.639648;3506.099121;3066.868164;2920.962891;969.717590;842.663513;722.945251;464.812012;405.497070;379.795898;9493.929688
01;05;2018;08:50:00.000;7846.953125;7860.604004;7945.813965;13655.361328;3504.991943;3076.577881;2947.893799;970.851929;843.441528;719.108093;464.678253;406.930634;383.035645;9529.462891
01;05;2018;09:00:00.000;7841.249512;7853.568848;7941.424805;13645.475586;3514.624268;3054.032471;2923.637695;961.674927;854.561096;720.387878;465.871826;404.911438;380.319824;9492.293945
01;05;2018;09:10:00.000;7854.968750;7863.975586;7955.516602;13667.537109;3510.979736;3071.590088;2938.225586;977.801697;864.266357;723.166809;465.155151;406.884552;381.498688;9520.794922
01;05;2018;09:20:00.000;7846.656738;7861.778809;7947.859863;13657.039063;3484.602539;3047.369629;2913.944824;962.067200;844.180420;730.621094;461.895020;403.358734;379.130951;9445.916992
01;05;2018;09:30:00.000;7839.261230;7858.283691;7938.627930;13645.434570;3489.023193;3036.581055;2926.400879;984.322693;835.113281;733.634949;463.595581;401.896179;381.171234;9452.005859
01;05;2018;09:40:00.000;7832.420898;7852.966797;7932.094727;13634.654297;3495.685791;3050.033447;2921.425537;980.039917;844.833801;714.023804;464.696716;404.126495;380.283325;9467.144531
01;05;2018;09:50:00.000;7836.807617;7855.376953;7938.360352;13642.211914;3440.655029;2991.765869;2886.383545;971.099304;827.449890;714.203552;457.341003;396.256042;375.699585;9318.804688
01;05;2018;10:00:00.000;7838.908203;7855.809570;7934.040527;13641.183594;3448.703613;3011.516113;2913.545166;977.572327;847.864197;742.878845;458.450592;399.365753;380.078156;9373.765625
01;05;2018;10:10:00.000;7846.183105;7864.569336;7946.576172;13657.662109;3458.303955;2987.647461;2885.301758;966.773499;820.159851;737.009216;458.803955;395.026825;375.857758;9331.252930
01;05;2018;10:20:00.000;7843.420410;7866.498535;7947.468262;13657.699219;3447.966797;2962.519775;2850.509521;980.950012;827.296082;730.498901;458.175995;392.114471;371.386139;9260.996094
01;05;2018;10:30:00.000;7852.196777;7869.112305;7956.770020;13669.645508;3431.877441;2973.662109;2779.102295;969.660522;829.671204;686.777039;455.307922;393.422363;360.943024;9184.641602
01;05;2018;10:40:00.000;7855.193359;7870.371094;7958.014160;13672.835938;3393.457031;2968.836670;2788.355713;966.153809;827.749329;698.626526;450.291687;392.697906;362.347961;9150.649414
01;05;2018;10:50:00.000;7866.957520;7882.385254;7964.054688;13690.055664;3358.795654;2947.933838;2773.210693;955.295837;844.970825;720.285767;445.023712;390.143524;360.898743;9079.940430
01;05;2018;11:00:00.000;7856.205566;7874.668945;7957.169434;13675.423828;3340.222412;2939.394043;2776.932129;949.811157;827.890320;694.141174;443.156067;388.903168;360.845184;9056.547852
01;05;2018;11:10:00.000;7861.772949;7882.638184;7962.062988;13686.055664;3294.765137;2889.965332;2772.621826;958.874573;804.759338;707.676147;437.634766;381.707703;360.510834;8957.352539
01;05;2018;11:20:00.000;7865.414063;7880.247070;7962.634277;13687.104492;3280.079102;2917.035889;2766.986572;929.623108;811.862549;692.981812;434.624969;385.372406;359.376190;8964.101563
01;05;2018;11:30:00.000;7874.145996;7890.695801;7966.666992;13700.542969;3245.238525;2905.544189;2739.720703;950.425476;832.661072;719.118652;430.577484;384.142059;356.640839;8890.503906
01;05;2018;11:40:00.000;7870.590332;7886.175781;7965.751465;13695.320313;3258.408203;2892.227783;2713.555176;937.937378;814.729797;688.115112;431.998779;382.182007;352.583466;8864.190430
01;05;2018;11:50:00.000;7870.741699;7887.085449;7966.167969;13696.186523;3220.172607;2881.726318;2699.154541;933.907410;807.957947;699.967834;427.139374;380.591461;351.169281;8801.053711
01;05;2018;12:00:00.000;7876.397949;7899.553223;7969.583984;13708.608398;3190.135254;2863.236572;2688.156250;940.298523;797.407959;708.945251;423.441956;377.406433;349.983368;8741.528320
01;05;2018;12:10:00.000;7890.555664;7905.077148;7985.993652;13729.419922;3174.177734;2868.785645;2679.280762;916.801697;810.212708;688.526367;419.968750;378.254059;347.595459;8722.244141
01;05;2018;12:20:00.000;7891.300293;7914.111816;7985.532715;13734.796875;3177.767090;2872.303711;2703.366943;921.045227;799.789734;685.123840;420.508820;377.914581;350.428802;8753.438477
01;05;2018;12:30:00.000;7887.304688;7906.667969;7980.425781;13725.229492;3144.883057;2862.985107;2651.628662;899.978027;787.608948;653.670349;416.051758;376.740662;343.474457;8659.497070
01;05;2018;17:40:00.000;7892.623535;7910.463867;7983.227539;13732.086914;3160.734375;2899.288574;2669.201904;897.097412;785.130005;673.436462;417.614685;380.886932;346.078674;8729.225586
01;05;2018;17:50:00.000;7907.157715;7924.548340;8002.891113;13759.929688;3198.049561;2896.334229;2680.804443;898.150696;783.736450;654.466797;421.440582;379.800690;346.101593;8775.188477
01;05;2018;18:00:00.000;7902.745605;7910.506348;7993.271484;13743.661133;3173.061035;2923.039795;2666.408203;879.953857;776.387329;637.905762;418.124481;383.560852;344.366974;8762.508789
01;05;2018;18:10:00.000;7903.607910;7913.118652;7995.453613;13746.867188;3230.105713;2942.549316;2717.733643;865.851501;764.284790;634.781677;424.646973;385.485626;350.498077;8890.388672
01;05;2018;13:20:00.000;7888.565918;7897.380859;7982.262207;13721.342773;3249.221680;2984.329834;2791.855713;838.225403;740.856018;599.008789;427.170197;390.825653;359.390717;9025.407227
01;05;2018;13:30:00.000;7808.104004;7823.528320;7909.357910;13590.057617;3520.947021;3253.989990;3017.064453;963.026611;834.718079;724.131226;469.450195;430.970123;394.120117;9792.001953
01;05;2018;13:40:00.000;7811.660156;7828.389160;7915.541504;13598.371094;3685.846680;3424.658936;3162.102295;925.159485;786.797607;678.197205;488.633759;450.571533;410.533081;10272.607422
01;05;2018;13:50:00.000;7796.834473;7812.712891;7906.967773;13575.691406;3721.557617;3487.194580;3162.920410;891.573364;760.065369;639.428467;493.138062;458.645447;410.307983;10371.672852
01;05;2018;14:00:00.000;7798.262207;7811.805176;7900.098145;13571.959961;3746.304688;3518.927490;3246.567383;887.861145;769.265747;672.569031;496.145508;463.028412;421.901123;10511.799805
01;05;2018;14:10:00.000;7802.865723;7820.563965;7911.300781;13586.071289;3717.875488;3453.064453;3164.521973;856.879150;741.134949;627.322754;491.498749;453.683655;410.152649;10335.461914
01;05;2018;14:20:00.000;7827.009277;7849.521484;7938.348145;13632.332031;3753.581299;3441.738281;3212.269531;886.503601;737.419434;635.571045;495.286102;450.495972;414.915985;10407.588867
01;05;2018;14:30:00.000;7821.282227;7842.146484;7933.640137;13622.037109;3731.664063;3481.912109;3248.880615;863.157104;739.469055;616.779724;492.308990;456.023590;419.264038;10462.457031
01;05;2018;14:40:00.000;7812.840820;7829.528809;7921.575684;13602.844727;3739.833252;3481.148438;3203.535400;834.895447;723.862122;594.319275;493.128998;456.328827;413.880951;10424.516602
01;05;2018;14:50:00.000;7814.912109;7836.282715;7930.577148;13613.122070;3778.483643;3462.748779;3226.952148;866.879639;718.281250;597.541382;498.682526;453.509979;416.391205;10468.184570
01;05;2018;15:00:00.000;7815.101563;7830.381836;7923.586426;13605.765625;3767.654297;3490.701416;3230.772949;847.490173;725.893921;611.776306;496.787903;457.566559;417.558990;10489.127930
01;05;2018;15:10:00.000;7826.373535;7842.928711;7937.972168;13627.814453;3768.151123;3502.623047;3221.675537;853.935242;723.532288;602.864685;496.361053;458.270844;415.524933;10492.450195
01;05;2018;15:20:00.000;7822.216797;7840.611816;7936.948242;13623.478516;3750.009277;3478.199707;3193.842773;873.663330;724.588806;593.425720;494.890320;455.463074;411.991852;10422.052734
01;05;2018;15:30:00.000;7825.843750;7843.032227;7942.292480;13630.055664;3761.546875;3481.482422;3227.366455;867.376587;721.897400;590.885498;495.868958;455.671021;415.821350;10470.396484
01;05;2018;15:40:00.000;7831.128418;7848.146484;7943.150391;13636.572266;3783.661621;3479.430908;3223.129150;859.183594;729.609314;605.020752;498.000519;455.285736;415.493195;10486.221680
01;05;2018;15:50:00.000;7840.884277;7854.680664;7951.181641;13650.656250;3743.122559;3502.032959;3255.853271;838.860718;722.957458;615.177246;491.764771;457.515503;419.296417;10501.008789
01;05;2018;16:00:00.000;7841.683105;7859.109863;7952.611816;13654.511719;3751.883545;3455.839844;3235.405762;852.508240;699.292175;612.688538;493.112915;450.889923;416.578033;10443.128906
01;05;2018;16:10:00.000;7847.653809;7867.747070;7963.575684;13669.324219;3774.394531;3492.602295;3227.679932;865.717163;716.038818;608.341370;495.807434;455.314423;414.947235;10494.677734
01;05;2018;16:20:00.000;7847.809082;7866.526367;7964.800293;13669.443359;3751.057129;3462.847412;3247.142578;869.992798;715.202393;608.357910;492.977997;451.647644;417.249603;10461.046875
01;05;2018;16:30:00.000;7855.249023;7869.067383;7968.777344;13677.530273;3717.464111;3440.154541;3228.938477;856.705750;721.366394;594.538940;487.956573;448.856934;414.432190;10386.556641
01;05;2018;16:40:00.000;7861.988281;7878.862305;7973.540039;13689.904297;3653.649414;3411.462158;3196.987549;841.323547;727.040161;602.553406;479.156403;444.792664;410.330933;10262.099609
01;05;2018;16:50:00.000;7863.700684;7877.526855;7974.195313;13690.544922;3612.888916;3412.983398;3158.037598;844.909119;720.035767;603.180847;474.076447;444.831116;405.461151;10183.910156
01;05;2018;17:00:00.000;7865.255859;7877.586426;7979.770508;13694.763672;3593.802246;3366.491943;3103.621582;857.283264;739.099243;599.811829;471.873627;439.479767;398.334717;10063.916016
01;05;2018;17:10:00.000;7876.659180;7897.003906;7991.654785;13719.509766;3575.704590;3336.061035;3055.225342;860.954773;739.613037;595.745361;468.916595;434.553131;391.551483;9966.991211
01;05;2018;17:20:00.000;7885.683105;7907.348145;8000.384277;13735.799805;3543.322754;3300.352051;3050.823975;854.435242;731.327576;608.644592;464.123291;429.309509;390.767334;9894.499023
01;05;2018;17:30:00.000;7907.186035;7932.690918;8017.685547;13772.924805;3478.346436;3284.267334;2989.833252;852.868652;737.939758;611.905640;454.751251;426.042389;382.470032;9752.447266
01;05;2018;17:40:00.000;7911.541992;7939.888184;8024.343262;13783.505859;3473.777832;3156.362061;2946.033447;864.713501;717.079285;614.668579;454.114136;409.318268;376.740601;9576.172852
01;05;2018;17:50:00.000;7921.365234;7948.151367;8033.232422;13799.166016;3363.739014;3112.110352;2862.677734;852.921448;713.128418;603.556702;439.679016;403.241547;365.814758;9338.526367
01;05;2018;18:00:00.000;7926.226563;7953.816406;8037.611816;13807.842773;3368.293701;3099.398682;2842.803711;863.519226;747.115723;615.095642;440.204590;402.273468;363.384857;9310.496094
01;05;2018;18:10:00.000;7924.170410;7948.521973;8036.987793;13803.344727;3272.774658;3022.267578;2766.970215;846.701660;752.586548;600.587891;427.973236;393.133942;353.635864;9062.012695
01;05;2018;18:20:00.000;7937.259277;7969.355469;8051.613770;13831.457031;3225.733154;2967.358887;2744.572998;860.424255;745.581238;596.242798;421.897827;385.122711;350.068359;8937.665039
01;05;2018;18:30:00.000;7944.976563;7969.990234;8049.299316;13834.979492;3150.145264;2937.094727;2708.105713;848.393250;749.620728;621.777893;411.868683;381.487793;346.370972;8795.345703
01;05;2018;18:40:00.000;7955.244629;7988.521973;8059.254395;13857.425781;3099.132813;2888.464844;2667.413086;854.491272;746.755981;626.320557;405.252563;374.545074;341.084198;8655.010742
01;05;2018;18:50:00.000;7952.279785;7982.923340;8055.347168;13850.266602;3037.170410;2797.826416;2607.050293;828.193481;733.213806;600.500488;396.971741;363.340546;333.179169;8442.047852
01;05;2018;19:00:00.000;7964.012695;7994.328125;8066.190430;13869.929688;2975.095215;2744.059082;2523.524414;844.826172;743.363281;594.917236;389.383362;356.593170;322.437805;8242.678711
01;05;2018;19:10:00.000;7967.175293;7999.976563;8067.917480;13876.069336;2908.495361;2667.275391;2503.943115;839.210754;745.565613;608.387390;380.923126;347.094391;320.280487;8079.713867
01;05;2018;19:20:00.000;7966.771973;7996.699707;8066.669922;13873.277344;2860.463623;2650.964844;2439.619385;830.912964;748.016113;596.230652;374.798309;345.258789;312.169128;7951.047852
01;05;2018;19:30:00.000;7956.645020;7990.198730;8061.743652;13860.875000;2839.231689;2579.911865;2376.482666;838.550293;735.561096;578.064392;372.895538;336.505768;304.153717;7795.626465
01;05;2018;19:40:00.000;7962.429199;7996.752930;8063.606934;13869.116211;2781.094482;2538.274658;2382.307373;840.139465;737.949707;596.539063;365.637268;331.241425;305.269226;7701.676758
01;05;2018;19:50:00.000;7964.393555;8000.495605;8065.422363;13873.486328;2724.326660;2442.132568;2321.609619;833.096802;713.849426;587.759277;358.413635;318.659973;297.608887;7488.069336
01;05;2018;20:00:00.000;7973.489746;8005.548340;8073.505859;13886.347656;2690.214844;2426.003906;2278.208984;814.862305;720.849792;578.708191;353.224152;316.735413;291.775696;7394.427734
01;05;2018;20:10:00.000;7966.092285;8003.697266;8061.956055;13874.368164;2638.972900;2403.681885;2278.998535;821.278137;717.691040;590.374451;347.614899;313.984772;292.605896;7321.652832
01;05;2018;20:20:00.000;7968.692383;8015.649414;8068.474121;13886.562500;2632.057861;2391.047607;2246.202637;834.062073;712.524658;591.296448;347.109680;311.800476;288.424927;7269.308105
01;05;2018;20:30:00.000;7973.939453;8013.767578;8073.497559;13891.409180;2600.732910;2365.655518;2208.612061;827.246643;713.855225;580.373840;342.867126;308.868042;283.385773;7175.000488
01;05;2018;20:40:00.000;7979.289551;8021.816406;8077.715820;13901.598633;2571.930664;2328.320068;2214.044922;832.300720;705.193787;585.301880;339.348450;303.767914;284.016693;7114.295898
01;05;2018;20:50:00.000;7985.458008;8026.586426;8084.518555;13911.849609;2572.342041;2318.834717;2183.753418;822.828430;702.095520;570.043762;338.756775;302.317078;279.673096;7074.930176
01;05;2018;21:00:00.000;7989.540039;8032.679688;8087.544922;13919.488281;2539.315186;2308.611572;2188.168457;821.829773;708.397278;574.112549;334.596039;301.086914;280.210388;7036.095215
01;05;2018;21:10:00.000;7992.782227;8031.115723;8088.269531;13920.892578;2483.572510;2300.868164;2161.367676;803.574036;717.445068;572.375244;327.121277;300.543793;276.899506;6945.808594
01;05;2018;21:20:00.000;7984.640137;8023.229004;8076.802734;13905.022461;2479.002197;2282.779297;2149.736084;799.998901;705.402771;574.261169;326.759033;298.228455;275.944580;6911.518066
01;05;2018;21:30:00.000;7988.038086;8032.971680;8082.239746;13915.750000;2466.763428;2266.239746;2113.540771;795.562195;689.882385;563.508057;324.987030;295.322388;271.095306;6846.543945
01;05;2018;21:40:00.000;7993.583496;8037.497070;8088.769531;13925.331055;2478.645996;2247.272461;2104.169434;796.010376;691.102417;554.027222;326.195435;292.948364;269.464844;6830.087891
01;05;2018;21:50:00.000;7988.086426;8031.767578;8083.333984;13915.714844;2455.931152;2235.880615;2086.665039;800.561829;704.090515;567.449646;323.873932;292.283081;267.984222;6778.477051
01;05;2018;22:00:00.000;7998.228027;8038.721191;8090.043945;13929.468750;2428.637207;2244.667969;2068.614990;789.143005;703.148621;558.676147;319.778442;293.026703;265.322601;6741.920410
01;05;2018;22:10:00.000;7994.368164;8039.055176;8089.577148;13927.166992;2411.655273;2188.310303;2054.379639;790.601807;678.121948;543.186584;317.950378;285.397949;263.128296;6654.345215
01;05;2018;22:20:00.000;7997.030762;8041.710449;8087.628418;13929.109375;2400.045654;2199.546143;2060.289551;796.936646;702.432434;568.507935;316.730560;287.539734;264.715942;6659.881348
01;05;2018;22:30:00.000;8001.969238;8043.959961;8098.125000;13939.331055;2379.490234;2198.528564;2042.250122;785.245605;707.134705;542.998840;313.637238;287.508026;261.398468;6620.269043
01;05;2018;22:40:00.000;8001.048340;8043.817383;8093.147949;13935.837891;2365.358643;2172.326172;2023.822754;777.255493;692.234802;553.601807;311.681549;283.837372;259.692566;6561.507813
01;05;2018;22:50:00.000;8002.532227;8048.664063;8095.293945;13940.738281;2391.492432;2175.437988;2040.684692;786.452820;683.234192;556.682251;315.063538;283.700317;261.715302;6607.614746
01;05;2018;23:00:00.000;8002.762695;8048.164063;8096.080078;13941.035156;2384.097656;2154.922363;2029.229736;789.836609;682.764465;550.224548;314.317261;281.263916;260.120636;6568.249512
01;05;2018;23:10:00.000;7999.428223;8042.131348;8092.916016;13933.807617;2363.653320;2178.532715;2000.877441;788.199341;694.703064;531.783630;311.955902;284.718781;256.250366;6543.063477
01;05;2018;23:20:00.000;8004.492676;8049.996094;8100.365234;13945.575195;2381.482666;2168.319092;2009.158936;787.004211;690.991882;528.207092;313.824249;283.087494;256.894836;6558.960449
01;05;2018;23:30:00.000;8005.822266;8050.672852;8098.885742;13945.872070;2355.931885;2148.130371;1982.593994;777.189697;673.573059;526.052551;310.369080;280.028046;253.726501;6486.656738
01;05;2018;23:40:00.000;7996.332031;8041.885254;8088.261230;13929.180664;2356.865967;2143.541260;1969.971924;776.160034;681.541321;521.412048;310.824982;280.095001;252.410294;6470.379395
01;05;2018;23:50:00.000;8005.285156;8048.568848;8097.118652;13943.322266;2362.241699;2170.833984;1999.477539;783.661560;693.544373;538.639160;311.408295;283.539978;256.208527;6532.553223
02;05;2018;00:00:00.000;7996.557129;8039.604980;8086.788086;13927.142578;2323.674561;2147.855957;1989.131836;763.634766;664.941833;522.694824;306.405029;280.086639;254.797836;6460.662598
02;05;2018;00:10:00.000;8003.337891;8046.604004;8097.965332;13941.529297;2361.117920;2164.957031;1974.948242;772.679077;664.743225;515.121460;310.961731;281.876831;252.569214;6501.023438
02;05;2018;00:20:00.000;7997.778809;8037.774902;8089.490234;13928.316406;2362.318604;2204.822510;2009.053467;742.398132;658.056824;511.424316;310.219910;286.711578;256.818787;6576.194336
02;05;2018;00:30:00.000;8002.597656;8040.290527;8097.239258;13937.006836;2402.846680;2233.690674;2034.036865;758.383423;666.457642;513.573303;315.494659;290.383148;259.671600;6670.574219
02;05;2018;00:40:00.000;7990.685547;8032.249512;8084.496094;13918.101563;2451.555664;2262.718994;2086.652344;766.797058;653.575317;507.624268;322.123505;293.726166;266.258636;6800.927246
